Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
Hariharan Krishnaswamy,"Professor, Mech.Engg, IIT Madras","sheet metal, fatigue",2528,https://scholar.google.com/citations?hl=en&user=TIVwUlAAAAAJ,29,68,"['Electric current–assisted deformation behavior of Al-Mg-Si alloy under uniaxial tension', 'Electroplastic behaviour in an aluminium alloy and dislocation density based modelling', 'Stress relaxation and its effect on tensile deformation of steels', 'Decoupling thermal and electrical effect in an electrically assisted uniaxial tensile test using finite element analysis', 'Time dependent ductility improvement of stainless steel SS 316 using stress relaxation', 'Dislocation density based constitutive model for ultrasonic assisted deformation', 'High temperature deformation behavior of Mg-5wt.% Y binary alloy: Constitutive analysis and processing maps', 'Development of combined groove pressing and rolling to produce ultra-fine grained Al alloys and comparison with cryorolling', 'Dislocation density based modelling of electrically assisted deformation process by finite element approach', 'Microstructure dependent electroplastic effect in AA 6063 alloy and its nanocomposites']"
V. Radhakrishnan,Formerly with IIT Madras as Professor,… finish grinding stylus ultrasonic hardness e …,2523,https://scholar.google.com/citations?hl=en&user=v4G8UEIAAAAJ,23,61,"['Analysis of process parameters in surface grinding with graphite as lubricant based on the Taguchi method', 'Evaluation of surface roughness by vision system', 'An investigation on surface grinding using graphite as lubricant', 'Effect of stylus radius on the roughness values measured with tracing stylus instruments', 'An experimental investigation on the basic mechanisms involved in ultrasonic machining', 'An investigation on solid lubricant moulded grinding wheels', 'Investigations on laser dressing of grinding wheels—part I: preliminary study', 'Investigations on laser dressing of grinding wheels—part II: grinding performance of a laser dressed aluminum oxide wheel', 'Fine finishing of internal surfaces using elastic abrasives', 'Analysis and synthesis of surface profiles using Fourier series']"
Balkrishna C Rao,"Professor, IIT Madras, Institute of Machine Design and Tribology (IMKT), Leibniz University …","Additive-Manufacturing, Sustainable-Manufacturing, Frugal-Design & Frugal-Engineering (https:/",2520,https://scholar.google.com/citations?hl=en&user=yaby15EAAAAJ,22,38,"['How disruptive is frugal?', 'Analysis on high-speed face-milling of 7075-T6 aluminum using carbide and diamond cutters', 'An experimental and numerical study on the face milling of Ti–6Al–4V alloy: Tool performance and surface integrity', 'A comprehensive dynamic cutting force model for chatter prediction in turning', 'Severe plastic deformation (SPD) of titanium at near-ambient temperature', 'Large strain deformation and ultra-fine grained materials by machining', 'Severe plastic deformation (SPD) and nanostructured materials by machining', 'Advances in science and technology through frugality', 'On the performance of modified Zerilli-Armstrong constitutive model in simulating the metal-cutting process', 'Friction and wear of nanostructured metals created by large strain extrusion machining']"
Sheetal Kalyani,"Professor, Electrical Engineering, IIT Madras","statistical learning theory and robust statistics, special functions, 6G communications, deep learning, extreme value theory",2509,https://scholar.google.com/citations?hl=en&user=NFyY2QIAAAAJ,28,63,"['Backpropagating through the air: Deep learning at physical layer without channel models', 'Taming non-stationary bandits: A Bayesian approach', 'Spectrum access in cognitive radio using a two-stage reinforcement learning approach', 'Statistics-based baseline-free approach for rapid inspection of delamination in composite structures using ultrasonic guided waves', 'Outlier analysis for defect detection using sparse sampling in guided wave structural health monitoring', 'Intelligent reflecting surface assisted beam index-modulation for millimeter wave communication', 'Cognitive interference management in heterogeneous femto-macro cell networks', 'Performance Analysis of Cooperative Spectrum Sensing OverShadowed Fading', 'Deep reinforcement learning based blind mmWave MIMO beam alignment', 'Secrecy Capacity of   Shadowed Fading Channels']"
Dhiman Chatterjee,"Indian Institute Technolgy Madras, Indian Institute of Science, University of Delaware","bubble, cavitation, micropump, turbine, turbulence",2501,https://scholar.google.com/citations?hl=en&user=RDwsv2cAAAAJ,25,46,"['Characterization of ultrasound contrast microbubbles using in vitro experiments and viscous and viscoelastic interface models for encapsulation', 'A Newtonian rheological model for the interface of microbubble contrast agents', 'Material characterization of the encapsulation of an ultrasound contrast microbubble and its subharmonic response: Strain-softening interfacial elasticity model', 'Study on the characteristics of hydrogen bubble formation and its transport during electrolysis of water', 'Influence of duct geometry on the performance of Darrieus hydroturbine', 'Numerical prediction of the performance of radial inflow turbine designed for ocean thermal energy conversion system', 'Ultrasound-mediated destruction of contrast microbubbles used for medical imaging and drug delivery', 'On the suitability of broadband attenuation measurement for characterizing contrast microbubbles', 'Experimental characterization of silt erosion of 16Cr–5Ni steels and prediction using artificial neural network', 'Erosion characteristics of nanoparticle-reinforced polyurethane coatings on stainless steel substrate']"
G Markandeyulu,"Professor of Physics, Indian Institute of Technology Madras","Magnetic Materials, Solid State Physics",2497,https://scholar.google.com/citations?hl=en&user=Jpz9wD8AAAAJ,27,57,"['Structural, magnetic, electrical, and magnetoelectric properties of Sm-and Ho-substituted nickel ferrites', 'Magnetoelectric properties of Gd and Nd-doped nickel ferrite', 'Effect of Al, Cu, Ga, and Nb additions on the magnetic properties and microstructural features of sintered NdFeB', 'Magnetocapacitance in Dy-doped Ni ferrite', 'Impedance spectroscopic characterization of Sm and Ho doped Ni ferrites', 'Mössbauer studies and enhanced electrical properties of R (R= Sm, Gd and Dy) doped Ni ferrite', 'Effect of Co, Dy and Ga on the magnetic properties and the microstructure of powder metallurgically processed Nd–Fe–B magnets', 'Novel rare-earth and transition metal-based entropy stabilized oxides with spinel structure', 'Structural, magnetic and transport properties of half-metallic ferrimagnet Mn2VGa', 'First-Principles Calculation and Experimental Investigations on Full-Heusler Alloy CoFeGe']"
Saumendra Bajpai,"Assistant Professor, IIT Madras",Physics of Cancer,2495,https://scholar.google.com/citations?hl=en&user=dPtv4xQAAAAJ,14,17,"['Hypoxia-inducible factor 1 (HIF-1) promotes extracellular matrix remodeling under hypoxic conditions by inducing P4HA1, P4HA2, and PLOD2 expression in fibroblasts', 'Arterial stiffening precedes systolic hypertension in diet-induced obesity', 'RETRACTED: Collagen prolyl hydroxylases are essential for breast cancer metastasis', 'Procollagen lysyl hydroxylase 2 is essential for hypoxia-induced breast cancer metastasis', 'The distinct roles of the nucleus and nucleus-cytoskeleton connections in three-dimensional cell migration', 'The Arp2/3 complex mediates multigeneration dendritic protrusions for efficient 3-dimensional cancer cell migration', 'α-Catenin mediates initial E-cadherin-dependent cell–cell recognition and subsequent bond strengthening', 'Loss of α-catenin decreases the strength of single E-cadherin bonds between human cancer cells', 'Investigation of magnetoelectric properties and biocompatibility of CoFe2O4-BaTiO3 core-shell nanoparticles for biomedical applications', 'Measurement of viscoelastic properties of the cellular cytoplasm using optically trapped brownian probes']"
Arvind Pattamatta,Professor at the Indian Institute of Technology Madras,"Thermal sciences, cooling techniques, micro and nano scale heat transfer",2484,https://scholar.google.com/citations?hl=en&user=fFfT9ZMAAAAJ,29,69,"['A comparative study of flow regimes and thermal performance between flat plate pulsating heat pipe and capillary tube pulsating heat pipe', 'Effect of flow maldistribution on the thermal performance of parallel microchannel cooling systems', 'Scaling analysis for the investigation of slip mechanisms in nanofluids', 'Fundamentals and applications of surface wetting', 'Three-objective shape optimization and parametric study of a micro-channel heat sink with discrete non-uniform heat flux boundary conditions', 'The role of percolation and sheet dynamics during heat conduction in poly-dispersed graphene nanofluids', 'Superior dielectric breakdown strength of graphene and carbon nanotube infused nano-oils', 'Modeling heat transfer in Bi2Te3–Sb2Te3 nanostructures', 'Investigation on flow maldistribution in parallel microchannel systems for integrated microelectronic device cooling', 'An experimental investigation into the spread and heat transfer dynamics of a train of two concentric impinging droplets over a heated surface']"
Prahallad Padhan,"Professor, IIT Madras",Interface physics : Artificial materials and …,2467,https://scholar.google.com/citations?hl=en&user=xyV4hUsAAAAJ,27,45,"['A facile thermolysis route to monodisperse ferrite nanocrystals', 'Formation Mechanism and Shape Control of Monodisperse Magnetic CoFe2O4 Nanocrystals', 'Dielectric relaxation and magnetodielectric response in epitaxial thin films of La2NiMnO6', 'Laser induced structural phase transformation of cobalt oxides nanostructures', 'Electronic structure and optical band gap of CoFe2O4 thin films', 'Current switching effects induced by electric and magnetic fields in Sr-substituted  films', 'Frequency-dependent magnetoresistance and magnetocapacitance properties of magnetic tunnel junctions with MgO tunnel barrier', 'Temperature-dependent Raman study of multiferroic  thin films', 'Enhanced magnetoresistance in ferromagnetic Pr0. 85Ca0. 15MnO3∕ ferroelectric Ba0. 6Sr0. 4TiO3 superlattice films', 'Magnetocaloric effect and improved relative cooling power in (La0.7Sr0.3MnO3/SrRuO3) superlattices']"
Dr. Ratna Kumar Annabattula,"Department of Mechanical Engineering, Indian Institute of Technology Madras","Stimuli-Responsinve Systems, Mechanics of Materials, Granular Mechanics, Coupled Problems in Mechanics",2447,https://scholar.google.com/citations?hl=en&user=5oiU2GsAAAAJ,26,59,"['Phase field modelling of crack propagation in functionally graded materials', 'Adaptive phase-field modeling of brittle fracture using the scaled boundary finite element method', 'Adaptive phase field method for quasi-static brittle fracture using a recovery based error indicator and quadtree decomposition', 'Modeling crack propagation in variable stiffness composite laminates using the phase field method', 'A FEniCS implementation of the phase field method for quasi-static brittle fracture', 'Design and applications of light responsive liquid crystal polymer thin films', 'Light‐Driven Continual Oscillatory Rocking of a Polymer Film', 'Status of ceramic breeder pebble bed thermo-mechanics R&D and impact on breeder material mechanical strength', 'Wrinkled-up nanochannel networks: long-range ordering, scalability, and X-ray investigation', 'Phase change material thermal energy storage design of packed bed units']"
