Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
Ramanathan Srinivasan,"Department of Chemical Engineering, Indian Institute of Technology - Madras, India",Electrochemistry,4423,https://scholar.google.com/citations?hl=en&user=gId5PLwAAAAJ,31,58,"['Microwave food processing—A review', 'Microwave material processing—a review', 'Experimental and theoretical investigation on microwave melting of metals', 'Shallow trench isolation chemical mechanical planarization: a review', 'Nonlinear electrochemical impedance spectroscopy', 'Microwave heating characteristics of graphite based powder mixtures', 'Facile fabrication of robust superhydrophobic aluminum surfaces with enhanced corrosion protection and antifouling properties', 'Chemical mechanical planarization of copper in alkaline slurry with uric acid as inhibitor', 'An Introduction to Electrochemical Impedance Spectroscopy', 'The effect of hydrogen peroxide on polishing removal rate in CMP with various abrasives']"
Natarajan Srinivasan T,Professor of Physics IIT Madras,Nanofibers physics education electronics …,4412,https://scholar.google.com/citations?hl=en&user=4kHkl2gAAAAJ,29,41,"['Study on UV-LED/TiO2 process for degradation of Rhodamine B dye', 'Influence of TiO2 morphology on the photocatalytic efficiency of direct Z-scheme g-C3N4/TiO2 photocatalysts for isoniazid degradation', 'Photocatalytic degradation of methylene blue dye using ultraviolet light emitting diodes', 'Photocatalytic reactor based on UV-LED/TiO2 coated quartz tube for degradation of dyes', 'Visible light driven redox-mediator-free dual semiconductor photocatalytic systems for pollutant degradation and the ambiguity in applying Z-scheme concept', 'Enhanced photocatalytic activity of bismuth-doped TiO2 nanotubes under direct sunlight irradiation for degradation of Rhodamine B dye', 'Energy Efficient UV-LED Source and TiO2 Nanotube Array-Based Reactor for Photocatalytic Application', 'Electrospun NiO nanofibers as cathode materials for high performance asymmetric supercapacitors', 'Preferential adsorption behavior of methylene blue dye onto surface hydroxyl group enriched TiO2 nanotube and its photocatalytic regeneration', 'Synthesis of multiwall carbon nanotubes/TiO2 nanotube composites with enhanced photocatalytic decomposition efficiency']"
S. Ganesh Sundara Raman,"Professor, Dept. of Metall. Mater. Engg., IIT Madras, Chennai, India","Mechanical Properties, Fatigue, Fretting, Coatings, Thermal Spray Processing",4358,https://scholar.google.com/citations?hl=en&user=tV-5M0oAAAAJ,37,78,"['Thermal oxidation of Ti6Al4V alloy: Microstructural and electrochemical characterization', 'Synthesis and evaluation of hardness and sliding wear resistance of electrodeposited nanocrystalline Ni–W alloys', 'Corrosion behaviour of electrodeposited nanocrystalline Ni–W and Ni–Fe–W alloys', 'Thermal oxidation of CP Ti—An electrochemical and structural characterization', 'Thermal oxidation of CP-Ti: Evaluation of characteristics and corrosion resistance as a function of treatment time', 'Surface modification of CP-Ti to improve the fretting-corrosion resistance: Thermal oxidation vs. anodizing', 'Correlation of microstructure with mechanical properties of TIG weldments of Ti–6Al–4V made with and without current pulsing', 'Effect of contact pressure on fretting fatigue behaviour of Al–Mg–Si alloy AA6061', 'Influence of weld cooling rate on microstructure and mechanical properties of alloy 718 weldments', 'Microstructure and mechanical properties of friction welded alloy 718']"
Gnanamoorthy R,"Department of Mechanical Engineering, Indian Institute of Technology Madras, Chennai …","Sustainable Materials & Engineering Design, Additive Manufacturing, Tribology, Fatigue and Fracture",4352,https://scholar.google.com/citations?hl=en&user=PRMqUOngfrgC,38,91,"['Sliding wear performance of polyamide 6–clay nanocomposites in water', 'Effect of rotational speed on the performance of unreinforced and glass fiber reinforced Nylon 6 spur gears', 'Tribological behaviour of clay–thermoset polyester nanocomposites', 'Damage mechanisms in injection molded unreinforced, glass and carbon reinforced nylon 66 spur gears', 'Impact force of low velocity liquid droplets measured using piezoelectric PVDF film', 'Damping characteristics of unreinforced, glass and carbon fiber reinforced nylon 6/6 spur gears', 'Effect of gear tooth fillet radius on the performance of injection molded Nylon 6/6 gears', 'Effect of nanoclay reinforcement on tensile and tribo behaviour of Nylon 6', 'Dry sliding friction and wear characteristics of Fe–C–Cu alloy containing molybdenum di sulphide', 'Effect of short fibre reinforcement on the friction and wear behaviour of nylon 66']"
Arvind Kumar,IIT Madras,Surface acoustic wave device,4254,https://scholar.google.com/citations?hl=en&user=_mD2pjYAAAAJ,22,106,"['Fatal road traffic accidents and their relationship with head injuries: An epidemiological survey of five years', 'Analysis of Indian mint (Mentha spicata) for essential, trace and toxic elements and its antioxidant behaviour', 'Assessing the impacts of climate change on land productivity in Indian crop agriculture: An evidence from panel data analysis', 'Discrete simulation application-scheduling staff for the emergency room', 'Experimental investigation and study of HVOF sprayed WC-12Co, WC-10Co-4Cr and Cr3C2-25NiCr coating on its sliding wear behaviour', 'Nuclear DNA Amounts in Some Tropical Hardwoods', 'Exogenous Cytokinin Application Increases Cell Membrane and Chlorophyll Stability in Wheat (Triticum aestivum L.)', 'Substrate integrated waveguide cavity‐backed slot antenna with low cross‐polarization over the full bandwidth', 'Prevalence of urinary tract infection, bacteremia, and meningitis among febrile infants aged 8 to 60 days with SARS-CoV-2', 'Prototyping and performance study of a single crystal diamond detector for operation at high temperatures']"
BN Rao,"Professor (HAG) of Civil Engineering, IIT Madras","Computational solid mechanics, finite element analysis, meshless analysis, computer-aided design, structural reliability",4206,https://scholar.google.com/citations?hl=en&user=gklEogwAAAAJ,35,82,"['An efficient meshless method for fracture analysis of cracks', 'Mesh-free analysis of cracks in isotropic functionally graded materials', 'A coupled meshless-finite element method for fracture analysis of cracks', 'High‐dimensional model representation for structural reliability analysis', 'A perturbation method for stochastic meshless analysis in elastostatics', 'Non-uniform time-to-corrosion initiation in steel reinforced concrete under chloride environment', 'An enriched meshless method for non‐linear fracture mechanics', 'An interaction integral method for analysis of cracks in orthotropic functionally graded materials', 'Assessment of high dimensional model representation techniques for reliability analysis', 'Non-uniform corrosion states of rebar in concrete under chloride environment']"
BN Rao,Indian Institute of Technology Madras,"Computational mechanics, structural reliability, stochastic mechanics, structural engineering",4186,https://scholar.google.com/citations?hl=en&user=Vsw1ttMAAAAJ,35,81,"['An efficient meshless method for fracture analysis of cracks', 'Mesh-free analysis of cracks in isotropic functionally graded materials', 'A coupled meshless-finite element method for fracture analysis of cracks', 'High‐dimensional model representation for structural reliability analysis', 'A perturbation method for stochastic meshless analysis in elastostatics', 'Non-uniform time-to-corrosion initiation in steel reinforced concrete under chloride environment', 'An enriched meshless method for non‐linear fracture mechanics', 'An interaction integral method for analysis of cracks in orthotropic functionally graded materials', 'Assessment of high dimensional model representation techniques for reliability analysis', 'Non-uniform corrosion states of rebar in concrete under chloride environment']"
Balaji Narasimhan,Indian Institute of Technology Madras,"Hydrological Modelling, GIS and remote sensing",4110,https://scholar.google.com/citations?hl=en&user=UHFAtUkAAAAJ,27,57,"['Development and evaluation of Soil Moisture Deficit Index (SMDI) and Evapotranspiration Deficit Index (ETDI) for agricultural drought monitoring', 'Combining Sentinel-1 and Sentinel-2 data for improved land use and land cover mapping of monsoon regions', 'Development and verification of a non-linear disaggregation method (NL-DisTrad) to downscale MODIS land surface temperature to the spatial scale of Landsat thermal data to\xa0…', 'An improved bias correction method of daily rainfall data using a sliding window technique for climate change impact assessment', 'Role of dams on the floods of August 2018 in Periyar River Basin, Kerala', 'Dynamic integration of land use changes in a hydrologic assessment of a rapidly developing Indian catchment', 'Spatial mapping of agricultural water productivity using the SWAT model in Upper Bhima Catchment, India', 'Estimation of long-term soil moisture using a distributed parameter hydrologic model and verification using remotely sensed data', 'Comparing the effects of dynamic versus static representations of land use change in hydrologic impact assessments', 'An automated cloud detection method for daily NOAA-14 AVHRR data for Texas, USA']"
Jayaraj Joseph,"Associate Professor, Dept. of Electrical Engineering, IIT Madras","Healthcare technology, Biomedical instrumentation, Vascular ageing, Cuffless blood pressure, IVD",4072,https://scholar.google.com/citations?hl=en&user=jkACmbEAAAAJ,33,98,"['Psi-Net: Shape and boundary aware joint multi-task deep network for medical image segmentation', 'Local pulse wave velocity: theory, methods, advancements, and clinical applications', 'Non-contact sensing of neonatal pulse rate using camera-based imaging: a clinical feasibility study', 'Ecgnet: Deep network for arrhythmia classification', 'Fast body part segmentation and tracking of neonatal video data using deep learning', 'Single-source PPG-based local pulse wave velocity measurement: a potential cuffless blood pressure estimation technique', 'Bi-modal arterial compliance probe for calibration-free cuffless blood pressure estimation', 'Arterial blood pressure estimation from local pulse wave velocity using dual-element photoplethysmograph probe', 'RPnet: A Deep Learning approach for robust R Peak detection in noisy ECG', 'RespNet: A deep learning model for extraction of respiration from photoplethysmogram']"
Bhyrappa P,"Professor of Chemistry, Indian Institute of Technology Madras, Chennai, India","Bioinorganic, Supramolecular and Materials Chemistry, Perovskite and Dye-Sensitized Solar Cells",4000,https://scholar.google.com/citations?hl=en&user=jlJ82fcAAAAJ,26,50,"['Microporous porphyrin solids', 'Dendrimer-metalloporphyrins: Synthesis and catalysis', 'Octabromotetraphenylporphyrin and its metal derivatives: Electronic structure and electrochemical properties', 'Buckminsterfulleride (1-) salts: synthesis, EPR, and the Jahn-Teller distortion of C60(-)', 'Hydrogen-bonded porphyrinic solids: Supramolecular networks of octahydroxy porphyrins', 'The C60(2-) fulleride ion', 'Shape selective epoxidation of alkenes by metalloporphyrin-dendrimers', 'Mixed Substituted Porphyrins:\u2009 Structural and Electrochemical Redox Properties', 'An improved protocol for the synthesis of antipodal β-tetrabromo-tetraphenylporphyrin and the crystal structure of its Zn (II) complex', 'Shape-Selective Ligation to Dendrimer−Metalloporphyrins']"
Palanisamy Shanmugam,"Professor of Ocean Engineering, Indian Institute of Technology Madras","Ocean optics and Imaging, Satellite Oceanography",3984,https://scholar.google.com/citations?hl=en&user=uJdn1rMAAAAJ,32,92,"['Detecting the red tide algal blooms from satellite ocean color observations in optically complex Northeast-Asia Coastal waters', 'A comparison of the classification of wetland characteristics by linear spectral mixture modelling and traditional hard classifiers on multispectral remotely sensed imagery in\xa0…', 'Satellite detection of harmful algal bloom occurrences in Korean waters', 'Assessment of the levels of coastal marine pollution of Chennai city, Southern India', 'A new bio‐optical algorithm for the remote sensing of algal blooms in complex ocean waters', 'Satellite remote sensing of a low-salinity water plume in the East China Sea', 'A theoretical study on the impact of particle scattering on the channel characteristics of underwater optical communication system', 'Classification of algal bloom species from remote sensing data using an extreme gradient boosted decision tree model', 'Ship recognition by integration of SAR and AIS', 'Application of satellite infrared data for mapping of thermal plume contamination in coastal ecosystem of Korea']"
PB Sunil Kumar,"Professor, Department of Physics, Indian Institute of Technology Madras","Soft Condensed matter, Biological Physics",3938,https://scholar.google.com/citations?hl=en&user=Zi9SWo8AAAAJ,33,63,"['Rheology of complex fluids', 'Dynamics of domain growth in self-assembled fluid vesicles', 'Budding dynamics of multicomponent membranes', 'Domain growth, budding, and fission in phase-separating self-assembled fluid bilayers', 'Phase behavior of multicomponent membranes: Experimental and computational techniques', 'Membrane-mediated aggregation of curvature-inducing nematogens and membrane tubulation', 'Modulated phases in multicomponent fluid membranes', 'Monte Carlo simulations of fluid vesicles with in-plane orientational ordering', 'Membrane invagination induced by Shiga toxin B-subunit: from molecular structure to tube formation', 'Autonomous motility of active filaments due to spontaneous flow-symmetry breaking']"
Nandita DasGupta,"Professor, IIT Madras",Semiconductor Devices,3930,https://scholar.google.com/citations?hl=en&user=0OnkLi4AAAAJ,30,68,"['A micro-convection model for thermal conductivity of nanofluids', 'A micro-convection model for thermal conductivity of nanofluids', 'The 2016 oxide electronic materials and oxide interfaces roadmap', 'Gate leakage mechanisms in AlGaN/GaN and AlInN/GaN HEMTs: comparison and modeling', ""Subthreshold current model of FinFETs based on analytical solution of 3-D Poisson's equation"", 'Analytical model of subthreshold current and slope for asymmetric 4-T and 3-T double-gate MOSFETs', 'Pulsed laser deposition of TiO2 for MOS gate dielectric', 'Trapping effects on AlGaN/GaN HEMT characteristics', 'An analytical expression for sheet carrier concentration vs gate voltage for HEMT modelling', ""Threshold voltage model for mesa-isolated small geometry fully depleted SOI MOSFETs based on analytical solution of 3-D Poisson's equation""]"
Ravinder David Koilpillai,IIT Madras,"Wireless Communications, 5G, DSP techniques in Communications, Optical Communictions",3910,https://scholar.google.com/citations?hl=en&user=xFTI3oYAAAAJ,29,66,"['Cosine-modulated FIR filter banks satisfying perfect reconstruction', 'Protocol and mechanism for primary and mutter mode communication for asset tracking', 'Software radio issues in cellular base stations', 'The theory and design of arbitrary-length cosine-modulated filter banks and wavelets, satisfying perfect reconstruction', 'Eigenfilter approach for the design of allpass filters approximating a given phase response', 'Doppler spread estimation in mobile radio systems', 'Systems and methods for locating remote terminals in radiocommunication systems', 'Unequal error protection in coded modulation schemes', 'Optical heterodyne analog radio-over-fiber link for millimeter-wave wireless systems', 'Some results in the theory of crosstalk-free transmultiplexers']"
Murty Bhallamudi,Professor of IIT Madras,"Hydraulic Engineering, Water Resources, Environmental Engineering",3894,https://scholar.google.com/citations?hl=en&user=N_lqsRgAAAAJ,37,69,"['Numerical modeling of aggradation and degradation in alluvial channels', 'Role of dams on the floods of August 2018 in Periyar River Basin, Kerala', 'Simulation and state estimation of transient flow in gas pipeline networks using a transfer function model', 'Dynamic integration of land use changes in a hydrologic assessment of a rapidly developing Indian catchment', 'Multiobjective optimal waste load allocation models for rivers using nondominated sorting genetic algorithm-II', 'Conjunctive use of surface and groundwater for coastal and deltaic systems', 'Computation of flows in open-channel transitions', 'Comparing the effects of dynamic versus static representations of land use change in hydrologic impact assessments', 'Optimal design of water distribution systems using an NLP method', 'Optimal estimation of roughness in open-channel flows']"
Prof. Ravi Kumar NV,Indian Institute of Technology Madras,"Processing and characterization of ceramic …, ceramics from molecular precursors, structural and functional applications",3888,https://scholar.google.com/citations?hl=en&user=FgCkem8AAAAJ,32,76,"['Viscosity and fragility of the supercooled liquids and melts from the Fe-Co-B-Si-Nb and Fe-Mo-PCB-Si glass-forming alloy systems', 'Step‐by‐Step Guide for Synthesis and Delamination of Ti3C2Tx MXene', 'Dominating role of crystal structure over defect chemistry in black and white zirconia on visible light photocatalytic activity', 'Quasi-static uni-axial compression behaviour of hollow glass microspheres/epoxy based syntactic foams', 'Crystallization and creep behavior of Si–B–C–N ceramics', 'Unveiling and understanding the remarkable enhancement in the catalytic activity by the defect creation in UIO-66 during the catalytic transfer hydrodeoxygenation of vanillin\xa0…', 'Mechanical behaviour of polymer derived ceramics–a review', 'Microstructure and mechanical characterization of friction stir welded high strength low alloy steels', 'Processing, crystallization and characterization of polymer derived nano-crystalline Si–B–C–N ceramics', 'Design of nanoscaled heterojunctions in precursor-derived t-ZrO 2/SiOC (N) nanocomposites: Transgressing the boundaries of catalytic activity from UV to visible light']"
Manu Jaiswal,Professor at Indian Institute of Technology Madras,"Experimental Condensed Matter Physics, Graphene & 2D systems, Transport Phenomena, Flexible Electronics, Confined water",3886,https://scholar.google.com/citations?hl=en&user=NwWOOHgAAAAJ,28,46,"['Colossal enhancement of spin–orbit coupling in weakly hydrogenated graphene', 'Observation of long spin-relaxation times in bilayer graphene at room temperature', 'Polymer electronic materials: a review of charge transport', 'Toward wafer scale fabrication of graphene based spin valve devices', 'Giant spin Hall effect in graphene grown by chemical vapour deposition', 'A bioelectronic platform using a graphene− lipid bilayer interface', 'High-gain graphene-titanium oxide photoconductor made from inkjet printable ionic solution', 'Flow sensing of single cell by graphene transistor in a microfluidic channel', 'Controlled hydrogenation of graphene sheets and nanoribbons', 'Correlation of morphology and charge transport in poly (3, 4-ethylenedioxythiophene)–polystyrenesulfonic acid (PEDOT–PSS) films']"
Sannasiraj SA,"Professor of Ocean Engineering, Indian Institute of Technology Madras","Ocean engineering, coastal engineering, wave hydrodynamics, breakwaters, Climate change",3840,https://scholar.google.com/citations?hl=en&user=_xUK9iMAAAAJ,33,88,"['Mooring forces and motion responses of pontoon-type floating breakwaters', 'Effects of bottom profile of an oscillating water column device on its hydrodynamic characteristics', 'Baseline study on microplastics in Indian rivers under different anthropogenic influences', 'Assessment of wave energy potential and its harvesting approach along the Indian coast', 'Performance of an array of oscillating water column devices integrated with an offshore detached breakwater', 'Interaction of regular waves with a group of dual porous circular cylinders', 'Integration of wave energy and other marine renewable energy sources with the needs of coastal societies', 'Diffraction–radiation of multiple floating structures in directional waves', 'Numerical simulation of 2D sloshing waves due to horizontal and vertical random excitation', 'Simulation of 2-D nonlinear waves using finite element method with cubic spline approximation']"
Pawan Labhasetwar,"Professor of Practice, Department of Civil Engineering, IIT Madras, Chennai 600036, India","water safety, water treatment, water quality monitoring and surveillance, water resources management",3826,https://scholar.google.com/citations?hl=en&user=mzJdAlkAAAAJ,35,69,"['Prediction modeling and mapping of groundwater fluoride contamination throughout India', 'Membrane distillation using low-grade energy for desalination: A review', 'Water conservation due to greywater treatment and reuse in urban setting with specific context to developing countries', 'Membrane distillation crystallization technology for zero liquid discharge and resource recovery: Opportunities, challenges and futuristic perspectives', 'Greywater reuse in residential schools in Madhya Pradesh, India—A case study of cost–benefit analysis', 'Global fluoride occurrence, available technologies for fluoride removal, and electrolytic defluoridation: a review', 'Removal of iron and manganese from drinking water supply', 'Distribution network assessment using EPANET for intermittent and continuous water supply', 'Assessment of the impact of on-site sanitation systems on groundwater pollution in two diverse geological settings—a case study from India', 'Deterioration in water quality from supply chain to household and appropriate storage in the context of intermittent water supplies']"
Balasubramanian M,"Professor of Metallurgical & Materials Engineering, IIT Madras",Ceramics and Composites,3795,https://scholar.google.com/citations?hl=en&user=6TdvkLkAAAAJ,31,71,"['Composite materials and Processing', 'Processing and properties of copper-coated carbon fibre reinforced aluminium alloy composites', 'Effect of intermediate heat treatment on mechanical properties of SiCf/SiC composites with BN interphase prepared by ICVI', 'Tribological behaviour of clay–thermoset polyester nanocomposites', 'Synthesis of barium titanate nanopowder using polymeric precursor method', 'Sol–gel processing of alumina fibres', 'Joining methods for Fiber Reinforced Polymer (FRP) composites− A critical review', 'Mullite from clay–reactive alumina for insulating substrate application', 'Mullitisation behaviour of calcined clay–alumina mixtures', 'Size effect on the magnetic property of CoAl2O4 nanopowders prepared by reverse micelle processing']"
Dhamodharan,"Professor of Chemistry, Indian Institute of Technology Madras",Polymer Chemistry,3789,https://scholar.google.com/citations?hl=en&user=9GL5l00AAAAJ,34,78,"['Surface segregation studies of fluorine-containing diblock copolymers', 'Biocompatible hydrogels of chitosan-alkali lignin for potential wound healing applications', 'Polymer Brushes via ATRP: Role of Activator and Deactivator in the Surface‐Initiated ATRP of Styrene on Planar Substrates', 'Advances in chitosan-based hydrogels: Evolution from covalently crosslinked systems to ionotropically crosslinked superabsorbents', 'Controlled growth of PMMA brushes on silicon surfaces at room temperature', 'Facile synthesis of ABC and CBABC multiblock copolymers of styrene, tert-butyl acrylate, and methyl methacrylate via room temperature ATRP of MMA', 'Super water absorbing polymeric gel from chitosan, citric acid and urea: Synthesis and mechanism of water absorption', 'Pretreatment in hot glycerol for facile and green separation of chitin from prawn shell waste', 'Ambient temperature polymerization of styrene by single electron transfer initiation, followed by reversible addition fragmentation chain transfer control', 'Synthesis of polymer grafted magnetite nanoparticle with the highest grafting density via controlled radical polymerization']"
"Debashis Chakraborty, Dr.rer.nat., AFIChemE, FIAAM, FSFRC, FICS, MIScT, CSci","Professor, Department of Chemistry, Indian Institute of Technology Madras","Organometallic Chemistry, Homogeneous Catalysis, Inorganic Synthesis",3764,https://scholar.google.com/citations?hl=en&user=Ew4eclUAAAAJ,38,89,"['Synthesis and characterization of curcumin loaded PLA—Hyperbranched polyglycerol electrospun blend for wound dressing applications', 'Salen complexes of zirconium and hafnium: synthesis, structural characterization, controlled hydrolysis, and solvent-free ring-opening polymerization of cyclic esters and lactides', 'Neutral, three-coordinate, chelating diamide aluminum complexes: catalysts/initiators for synthesis of telechelic oligomers and high polymers', 'Fully alternating and regioselective ring-opening copolymerization of phthalic anhydride with epoxides using highly active metal-free Lewis pairs as a catalyst', 'Catalytic ring-opening polymerization of propylene oxide by organoborane and aluminum Lewis acids', 'Silver nitrate-catalyzed oxidation of aldehydes to carboxylic acids by H2O2', 'Cu (II)-catalyzed oxidation of sulfides', 'Chiral amido aluminum and zinc alkyls: a synthetic, structural, and polymerization study', 'Environmentally benign process for bulk ring opening polymerization of lactones using iron and ruthenium chloride catalysts', 'Progress in metal-free cooperative catalysis for the ring-opening copolymerization of cyclic anhydrides and epoxides']"
Rupashree Baral,"Professor (HR&OB), Department of Management Studies, IIT Madras, India","Work-Family Interface, Socially Responsible Behavior and …, Women in Management, Leadership and Entrepren",3763,https://scholar.google.com/citations?hl=en&user=eirhKpUAAAAJ,30,52,"['Work‐family enrichment as a mediator between organizational interventions for work‐life balance and job outcomes', 'Adoption of ERP system: An empirical study of factors influencing the usage of ERP and its impact on end user', 'Antecedents and consequences of work-family enrichment among Indian managers', 'Examining the moderating influence of gender on the relationships between work‐family antecedents and work‐family enrichment', 'HR interventions for work-life balance: evidences from organisations in India', 'A framework for gamification in the metaverse era: How designers envision gameful experience', 'Predictors of work‐family enrichment: Moderating effect of core self‐evaluations', 'Mechanism of gamification: Role of flow in the behavioral and emotional pathways of engagement in management education', 'Women entrepreneurs in India: a systematic literature review', 'The effects of expert power and referent power on knowledge sharing and knowledge hiding']"
Gopalakrishnan Srinivasan,Assistant Professor at IIT Madras,"RISC-V SoC, AI Accelerator Architectures, Deep Learning, Spiking Neural Networks",3758,https://scholar.google.com/citations?hl=en&user=ynJrDpAAAAAJ,24,27,"['Enabling spike-based backpropagation for training deep neural network architectures', 'Rmp-snn: Residual membrane potential neuron for enabling deeper high-accuracy and low-latency spiking neural network', 'Enabling deep spiking neural networks with hybrid conversion and spike timing dependent backpropagation', 'Training deep spiking convolutional neural networks with STDP-based unsupervised pre-training followed by supervised fine-tuning', 'Magnetic tunnel junction based long-term short-term stochastic synapse for a spiking neural network with on-chip STDP learning', 'Deep spiking convolutional neural network trained with unsupervised spike-timing-dependent plasticity', 'Xcel-RAM: Accelerating binary neural networks in high-throughput SRAM compute arrays', 'Proposal for a leaky-integrate-fire spiking neuron based on magnetoelectric switching of ferromagnets', 'Restocnet: Residual stochastic binary convolutional spiking neural network for memory-efficient neuromorphic computing', 'Analysis of liquid ensembles for enhancing the performance and accuracy of liquid state machines']"
Prof. Shankar Krishnapillai,Indian Institute of Technology Madras,"Vibrations, Dynamics, Optimization, Machine design",3755,https://scholar.google.com/citations?hl=en&user=S239vaEAAAAJ,35,95,"['Effect of high strain rate on glass/carbon/hybrid fiber reinforced epoxy laminated composites', 'Reliability analysis of tensile strengths using Weibull distribution in glass/epoxy and carbon/epoxy composites', 'Substructural identification method without interface measurement', 'Statistical analysis of the tensile strength of GFRP, CFRP and hybrid composites', 'Heat extraction from non-convective and lower convective zones of the solar pond: a transient study', 'Multi-objective optimization of the two-stage helical gearbox with tribological constraints', 'Vibration of simply supported beams under a single moving load: A detailed study of cancellation phenomenon', 'Energy flow predictions in a structure of rigidly joined beams using receptance theory', 'High-velocity impact response of titanium-based fiber metal laminates. Part I: experimental investigations', 'Application of a hybrid of particle swarm and genetic algorithm for structural damage detection']"
Radhakrishna G Pillai,"Professor, Dept. of Civil Engineering, IIT Madras, Chennai, India","Concrete, durability, corrosion, repair, service life",3749,https://scholar.google.com/citations?hl=en&user=x8cgSOkAAAAJ,29,54,"['Mechanical properties and durability performance of concretes with Limestone Calcined Clay Cement (LC3)', 'Service life and life cycle assessment of reinforced concrete systems with limestone calcined clay cement (LC3)', 'The effect of the steel–concrete interface on chloride-induced corrosion initiation in concrete: a critical review by RILEM TC 262-SCI', 'Accelerated chloride threshold testing: part I-ASTM A 615 and A 706 reinforcement', 'Sustainability-based decision support framework for choosing concrete mixture proportions', 'Surface condition effects on critical chloride threshold of steel reinforcement', 'Carbonation model for concretes with fly ash, slag, and limestone calcined clay-using accelerated and five-year natural exposure data', 'Accelerated chloride threshold testing—Part II: Corrosion-resistant reinforcement', 'Investigation on the polarization resistance of steel embedded in highly resistive cementitious systems–An attempt and challenges', 'Parameters Influencing Corrosion and Tension Capacity of Post-Tensioning Strands.']"
Meiyappan Lakshmanan,"Assistant Professor, Indian Institute of Technology Madras","Biotherapeutics manufacturing, Bioprocessing data analytics, Mammalian cell line development",3737,https://scholar.google.com/citations?hl=en&user=FrZ4LXAAAAAJ,29,49,"['MEMOTE for standardized genome-scale metabolic model testing', 'Recon 2.2: from reconstruction to model of human metabolism', 'A consensus genome-scale reconstruction of Chinese hamster ovary cell metabolism', 'Genome and evolution of the shade‐requiring medicinal herb Panax ginseng', 'Mammalian systems biotechnology reveals global cellular adaptations in a recombinant CHO cell line', 'Kinetic modeling of mammalian cell culture bioprocessing: the quest to advance biomanufacturing', 'Software applications for flux balance analysis', 'Ginseng Genome Database: an open-access platform for genomics of Panax ginseng', 'Harnessing the potential of machine learning for advancing “quality by design” in biomanufacturing', 'Genome-scale model-driven strain design for dicarboxylic acid production in Yarrowia lipolytica']"
Rajagopal Karpurapu,Indian Institute of Technology Madras,geotechnical engineering,3726,https://scholar.google.com/citations?hl=en&user=VNw8hAMAAAAJ,22,30,"['Geosynthetic-encased stone columns: numerical evaluation', 'Behaviour of sand confined with single and multiple geocells', 'Large-scale triaxial compression testing of geocell-reinforced granular soils', 'Behaviour of geosynthetic reinforced soil retaining walls using the finite element method', 'Model studies on geocell supported embankments constructed over a soft clay foundation', 'Performance of different geosynthetic reinforcement materials in sand foundations', 'Experimental and theoretical investigations on geocell-supported embankments', 'Parametric finite element analyses of geocell-supported embankments', 'Numerical simulation of the behavior of geocell reinforced sand in foundations', 'Numerical investigation of controlled yielding of soil-retaining wall structures']"
Anusree Vijay,Indian Institute of Technology Madras,"Experimental High Energy Physics, Detector development and Instrumentation",3718,https://scholar.google.com/citations?hl=en&user=xQv2MhEAAAAJ,30,66,"['Performance of the CMS high-level trigger during LHC Run 2', 'Search for new physics in high-mass diphoton events from proton-proton collisions at  = 13 TeV', 'Measurement of the inclusive cross sections for W and Z boson production in proton-proton collisions at  = 5.02 and 13 TeV', 'Enriching the physics program of the CMS experiment via data scouting and data parking', 'Observation of a pseudoscalar excess at the top quark pair production threshold', 'Review of searches for vector-like quarks, vector-like leptons, and heavy neutral leptons in proton–proton collisions at√ s= 13 TeV at the CMS experiment', 'Measurements of polarization and spin correlation and observation of entanglement in top quark pairs using  events from proton-proton collisions at\xa0…', 'High-precision measurement of the W boson mass with the CMS experiment', 'Elsevier BV: Dark sector searches with the CMS experiment', 'Search for new particles in final states with a boosted top quark and missing transverse momentum in proton-proton collisions at  = 13 TeV with the ATLAS detector']"
sanjib senapati,"Department of Biotechnology, IIT Madras",Computational Biophysics,3702,https://scholar.google.com/citations?hl=en&user=cHTZ_tYAAAAJ,35,84,"['Dielectric constant of water confined in a nanocavity', 'Molecular dynamics simulations of sodium dodecyl sulfate micelle in water: the behavior of water', 'Groove binding mechanism of ionic liquids: a key factor in long-term stability of DNA in hydrated ionic liquids?', 'Computer simulation study of the interface width of the liquid/liquid interface', 'Water structure and dynamics in phosphate fluorosurfactant based reverse micelle: A computer simulation study', 'Structure of phosphate fluorosurfactant based reverse micelles in supercritical carbon dioxide', 'Molecular dynamics simulation studies of polyether and perfluoropolyether surfactant based reverse micelles in supercritical carbon dioxide', 'Prevalence of clinically detectable gynaecological morbidity in India: Results of four community based studies', 'Self-Assembled Inverted Micelles Stabilize Ionic Liquid Domains in Supercritical CO2', 'Natural compounds with anti-BACE1 activity as promising therapeutic drugs for treating Alzheimerʼs disease']"
