Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers,Unnamed: 0,Interest Domains
Prakhar Shukla (P23MA0011),Indian Institute of Technology Jodhpur,"Swarm robotics, Distributed computing",347,https://scholar.google.com/citations?hl=en&user=7cuzDYYAAAAJ,12.0,14.0,"['Fault-tolerant gathering of asynchronous oblivious mobile robots under one-axis agreement', 'Optimum algorithm for mutual visibility among asynchronous robots with lights', 'Optimum algorithm for the mutual visibility problem', 'Maximal independent set via mobile agents', 'Formation of general position by asynchronous mobile robots under one-axis agreement', 'Mutual visibility by robots with persistent memory', 'Gathering over meeting nodes in infinite grid', 'Fault-tolerant gathering of semi-synchronous robots', 'k-Circle Formation and k-epf by Asynchronous Robots', 'Weak robots performing conflicting tasks without knowing who is in their team']",,"[""Robotics and Autonomous Systems"", ""Computer Science"", ""Theoretical Computer Science""]"
Mayank Suman,"Assistant Professor, Department of Civil and Infrastructure Engineering, IIT Jodhpur, India","Hydrology, Climate Change",346,https://scholar.google.com/citations?hl=en&user=b9wK8QUAAAAJ,9.0,9.0,"['Drought prediction using a wavelet based approach to model the temporal consequences of different types of droughts', 'Southward shift of precipitation extremes over south Asia: Evidences from CORDEX data', 'Bias correction of zero-inflated RCM precipitation fields: a copula-based scheme for both mean and extreme conditions', 'Assessment of basin-wise future agricultural drought status across India under changing climate', 'Satellite-based probabilistic assessment of soil moisture using C-band quad-polarized RISAT1 data', 'Precipitation of Mainland India: Copula‐based bias‐corrected daily CORDEX climate data for both mean and extreme values', 'An automated BIM-GRIHA15-LCA framework for building sustainability assessment', 'Predictability of hydrological systems using the wavelet transformation: Application to drought prediction', 'Hybrid Wavelet-ARX approach for modeling association between rainfall and meteorological forcings at river basin scale', 'Southward shift of precipitation extremes over south Asia: evidences from CORDEX data. Sci Rep 10: 6452']",,"[""Climate Change and Impacts"", ""Precipitation and Drought Studies"", ""Statistical Methods for Climate Data"", ""Hydrological Modeling and Prediction"", ""Remote Sensing and Earth Observation""]"
Priyambada Sahoo,"PhD Scholar, Inspire Fellow at Indian Institute of Technology Jodhpur","Multiferroic material for photovoltaic and …, Hydroelectric Cell for green energy",346,https://scholar.google.com/citations?hl=en&user=2lfztDEAAAAJ,8.0,8.0,"['Microwave-absorbing materials for stealth application: a holistic overview', 'Recent advances in zinc ferrite (ZnFe2O4) based nanostructures for magnetic hyperthermia applications', 'Nanoengineered Zn-modified Nickel Sulfide (NiS) as a bifunctional electrocatalyst for overall water splitting', 'All oxide lead-free bismuth ferrite perovskite absorber based FTO/ZnO/BiFeO3/Au solar cell with efficiency∼ 12%: First principle material and macroscopic device simulation studies', 'Spin-phonon-charge coupling in the two-dimensional honeycomb lattice compound', 'Probing electronic transitions and defect-induced Urbach tail bands in functional oxides using diffuse reflectance spectroscopy and the Kubelka-Munk function', 'Interband electronic transitions and optical phonon modes in size-dependent multiferroic BiFeO3 nanoparticles', 'Strain induced bandgap engineering in multiferroic CuO nanoparticles: Competing micro-strain and geometrical size in nanometer scales', 'Thermally treated pristine and BaTiO3 coated stainless steel as an efficient spectrally selective absorber for photothermal application', 'BiFeO3 perovskite-based all oxide ambient stable spectrally selective absorber coatings for solar thermal application']",,"[""Functional Materials and Nanostructures"", ""Optoelectronics and Photovoltaics"", ""Perovskite Materials"", ""Electronic and Magnetic Properties"", ""Thermophysics and Heat Transfer""]"
Deeksha varshney,"Assistant Professor, SAIDE, IIT Jodhpur","Natural Language processing, Langauge Models, Interpretability",344,https://scholar.google.com/citations?hl=en&user=a6T1uIUAAAAJ,10.0,11.0,"['Knowledge graph assisted end-to-end medical dialog generation', 'Knowledge grounded medical dialogue generation using augmented graphs', 'Emotion-and-knowledge grounded response generation in an open-domain dialogue setting', 'Commonsense and Named Entity Aware Knowledge Grounded Dialogue Generation', 'Towards robust esg analysis against greenwashing risks: Aspect-action analysis with cross-category generalization', 'Modelling context emotions using multi-task learning for emotion controlled dialog generation', 'Context and knowledge enriched transformer framework for emotion recognition in conversations', 'Natural language generation using transformer network in an open-domain setting', 'Cdialog: A multi-turn covid-19 conversation dataset for entity-aware dialog generation', 'ESGSenticNet: A neurosymbolic knowledge base for corporate sustainability analysis']",,"[""Natural Language Processing"", ""Knowledge Representation"", ""Dialogue Systems"", ""Emotion Recognition"", ""Corporate Sustainability Analysis""]"
Sai Kiran MPR,Indian Institute of Technology Jodhpur,"5G and Beyond, Internet of Things, Wireless Sensor Networks, Channel Access Protocols, AI for Communication Networks",341,https://scholar.google.com/citations?hl=en&user=jQwEEJEAAAAJ,11.0,11.0,"['Adaptive rule engine based IoT enabled remote health care data acquisition and smart transmission system', 'Performance analysis of CSMA/CA and PCA for time critical industrial IoT applications', 'Development of a novel iot-enabled power-monitoring architecture with real-time data visualization for use in domestic and industrial scenarios', 'Novel power management scheme and effects of constrained on-node storage on performance of MAC layer for industrial IoT networks', 'Saturated throughput analysis of IEEE 802.11 ad EDCA for high data rate 5G-IoT applications', 'A novel system architecture for brain controlled IoT enabled environments', 'Context predictor based sparse sensing technique and smart transmission architecture for IoT enabled remote health monitoring applications', 'A novel classification for EEG based four class motor imagery using kullback-leibler regularized Riemannian manifold', 'A real-time health 4.0 framework with novel feature extraction and classification for brain-controlled iot-enabled environments', 'Modeling and analysis of IEEE 802.15. 4 multi-hop networks for IoT applications']",,"[""Internet of Things (IoT)"", ""Wireless Networks"", ""Machine Learning"", ""Healthcare Informatics"", ""Biomedical Engineering""]"
Garvit Chugh,"Student at Indian Institute of Technology, Jodhpur",Computer Science and Engineering,340,https://scholar.google.com/citations?hl=en&user=1z5Jz94AAAAJ,6.0,4.0,"['An improved ensemble based intrusion detection technique using XGBoost', 'Federated learning for IOT applications', 'A comprehensive study of intrusion detection and prevention systems', 'Bitesense: Earable-based inertial sensing for eating behaviour assessment', 'Exploring earables to monitor temporal lack of focus during online meetings to identify onset of neurological disorders', 'Federated machine learning with data mining in healthcare', 'Unlocking eye gestures with earable inertial sensing for accessible hci', 'Unsupervised domain adaptation for action recognition via self-ensembling and conditional embedding alignment', 'enVolve+: Inertial Sensing to Reinforce Involvement of Silent Listeners during an Online Interaction', 'Fast implementation of aes modes based on turing architecture']",,"[""Machine Learning"", ""Federated Learning"", ""Intrusion Detection"", ""Healthcare Informatics"", ""Inertial Sensing""]"
Ravi Yadav,Assistant Professor IIT Jodhpur,"Power System, Smart Grid, WAMS",339,https://scholar.google.com/citations?hl=en&user=Df3ItmYAAAAJ,7.0,6.0,"['Real-time multiple event detection and classification in power system using signal energy transformations', 'Real-time Event Classification in Power System with Renewables using Kernel Density Estimation and Deep Neural Network', 'A spectrum similarity approach for identifying coherency change patterns in power system due to variability in renewable generation', 'Pca-lstm learning networks with markov chain models for online classification of cyber-induced outages in power system', 'Wavelet Probability Distribution Mapping for Detection and Correction of Dynamic Data Injection Attacks in WAMS', 'Fuzzy logic-based automatic voltage regulator integrated adaptive vehicle-to-grid controller for ancillary services support', 'Wide-area-measurement-system-based event analytics in the power system: A data-driven framework for disturbance characterization and source localization in the indian grid', 'Fundamental factors influencing bus coherency in distribution networks with distributed energy resources', 'Multi-Objective Optimization of Cyber-Topology Attacks in Power Systems', 'Automatic Voltage Regulator integrated Virtual Synchronous Generator control of plugin electric vehicles for ancillary services support']",,"[""Data Analytics and Machine Learning"", ""Power System Dynamics and Control"", ""Renewable Energy Integration"", ""Cybersecurity and Network Security"", ""Energy Optimization and Management""]"
Nipun Sharma,"Researcher IFW Dresden, PMRF Scholar IIT Jodhpur, IGSTC-PIEF Awardee, Fraunhofer IZM …","Thin Films, 2D Materials, FET Sensors, Electrochemical sensors, Microfluidics",339,https://scholar.google.com/citations?hl=en&user=auggP8oAAAAJ,10.0,10.0,"['Development of semiconductor based heavy metal ion sensors for water analysis: A review', 'Microflow synthesis and enhanced photocatalytic dye degradation performance of antibacterial Bi2O3 nanoparticles', 'MoS2 functionalized AlGaN/GaN transistor based room temperature NO2 gas sensor', 'Mercury (II) Ion Detection Using AgNWs-MoS2 Nanocomposite on GaN HEMT for IoT-Enabled Smart Water Quality Analysis', 'Recent progress on group III nitride nanostructure-based gas sensors', '1T and 2H mixed phase WS2 nanoflakes decorated with quasicrystal nanosheets for NO2 sensors', 'Low resistance ohmic contact of multi-metallic Mo/Al/Au stack with ultra-wide bandgap Ga2O3 thin film with post-annealing and its in-depth interface studies for next-generation\xa0…', 'Ultrasensitive Detection of Mercury Ions Under UV Illumination of MoS2 Functionalized AlGaN/GaN Transistor', 'MoS2@MWCNT modified glassy carbon electrode for electrochemical mercury(ii) ion sensors', 'Ultrasensitive real time detection of Pb2+ ions using g-C3N4 nanosheets']",,"[""Nanostructured Materials"", ""Gas Sensors"", ""Functionalized Nanomaterials"", ""Optoelectronic Devices""]"
Moin Ali Siddiqui,Indian Institute of Technology Jodhpur,"2D Material's, Borophene, Hematene, Enegrgy Strorage device, s",334,https://scholar.google.com/citations?hl=en&user=HMHtCjEAAAAJ,10.0,10.0,"['Electrochemical and optical-based systems for SARS-COV-2 and various pathogens assessment', 'A potential optical sensor based on nanostructured silicon', 'Electronic tongue based on ZnO/ITO@ glass for electrochemical monitoring of spiciness levels', 'PEDOT:PSS, TiO2 Nanoparticles, and Carbon Quantum Dot Composites as Ultraviolet Sensors', 'Point‐of‐care health diagnostics and food quality monitoring by molecularly imprinted polymers‐based histamine sensors', 'Investigation of complex hybrids in lithium salt under ultraviolet energy source', '2D materials for potable water application: basic nanoarchitectonics and recent progresses', 'TiO2/PEDOT: PSS Hybrid Matrix for Optoelectronic Devices', 'Metal/Polymeric Hierarchical platform as biosensor', 'Catalysts for Li-S batteries']",,"[""Electronics and Sensors"", ""Water and Environmental Science"", ""Materials Science"", ""Energy Storage and Conversion""]"
Anoop Jain,"Indian Institute of Technology Jodhpur, India","Cooperative Control, Multi-Agent Systems, Formation Control, Nonlinear Control, Cyber-Physical Systems",328,https://scholar.google.com/citations?hl=en&user=IMr1QTAAAAAJ,10.0,13.0,"['Collective circular motion in synchronized and balanced formations with second-order rotational dynamics', 'Trajectory-constrained collective circular motion with different phase arrangements', 'Synchronization of multi-agent systems with heterogeneous controllers', ""A partially distributed fixed-time economic dispatch algorithm with Kron's modeled power transmission losses"", 'Geometric Method for Passivation and Cooperative Control of Equilibrium-Independent Passive-Short Systems', 'Regularization and Feedback Passivation in Cooperative Control of Passivity-Short Systems: A Network Optimization Perspective', 'Collision avoidance and connectivity preservation using asymmetric barrier Lyapunov function with time-varying distance-constraints', 'Stabilization of collective motion in synchronized, balanced and splay phase arrangements on a desired circle', 'Bounded Voltage Regulation in a Direct Current Microgrid Using Barrier Lyapunov Function With Uncertain Load Current', 'Auxiliary network-enabled attack detection and resilient control of islanded AC microgrid']",,"[""Control Theory and Systems"", ""Networked Systems"", ""Synchronization and Formation Control"", ""Cooperative Control"", ""Stability and Robustness""]"
Ashish Pathak,Indian Institute of Technology Jodhpur,Numerical Methods in Multi-phase flows,322,https://scholar.google.com/citations?hl=en&user=5Jl0HckAAAAJ,9.0,9.0,"['A 3D, fully Eulerian, VOF-based solver to study the interaction between two fluids and moving rigid bodies using the fictitious domain method', 'A three-dimensional volume-of-fluid method for reconstructing and advecting three-material interfaces forming contact lines', 'Computational simulation of the interactions between moving rigid bodies and incompressible two-fluid flows', 'Advanced computational simulations of water waves interacting with wave energy converters', ""The Feasibility of Amazon's Cloud Computing Platform for Parallel, GPU-Accelerated, Multiphase-Flow Simulations"", 'Computational characterization of the secondary droplets formed during the impingement of a train of ethanol drops', 'Steady-state and transient solutions to drop evaporation in a finite domain: Alternative benchmarks to the d2 law', 'Advanced Computational Simulations of Surface Impingement of a Train of Ethanol Drops: A Pathway to Developing Spray-Wall Interaction Submodels', 'Using a DNS Framework to Test a Splashed Mass Sub-Model for Lagrangian Spray Simulations', 'An experimental and computational study of a single diesel droplet impinging on a dry surface']",,"[""Computational Fluid Dynamics"", ""Multiphase Flow Simulation"", ""Water Waves and Structures Interaction"", ""Spray and Droplet Dynamics"", ""Parallel and High Performance Computing""]"
Bimal Mandal,IIT Jodhpur,"Cryptographic Boolean functions, Cryptanalysis of block and stream ciphers, Discrete mathematics",320,https://scholar.google.com/citations?hl=en&user=LTOTMj0AAAAJ,10.0,11.0,"['On the Feistel counterpart of the boomerang connectivity table', 'Survey on recent trends towards generalized differential and boomerang uniformities', 'An Analysis of the 𝒞 Class of Bent Functions', 'Analysis on Boolean function in a restricted (biased) domain', 'Modifying Maiorana--McFarland Type Bent Functions for Good Cryptographic Properties and Efficient Implementation', 'Tools in analyzing linear approximation for Boolean functions related to FLIP', 'Gowers  norm of some classes of bent Boolean functions', 'Cubic Maiorana–McFarland bent functions with no affine derivative', 'Further cryptographic properties of the multiplicative inverse function', 'On non-existence of bent–negabent rotation symmetric Boolean functions']",,"[""Finite Field and Boolean Functions""]"
Garvit Chugh,"PhD Student at Indian Institute of Technology, Jodhpur","Mobile Computing, Pervasive Monitoring, Operating System, Network Security, Data Mining",320,https://scholar.google.com/citations?hl=en&user=15XfuxMAAAAJ,5.0,3.0,"['An improved ensemble based intrusion detection technique using XGBoost', 'Federated learning for IOT applications', 'Bitesense: Earable-based inertial sensing for eating behaviour assessment', 'Exploring earables to monitor temporal lack of focus during online meetings to identify onset of neurological disorders', 'Federated machine learning with data mining in healthcare', 'Unlocking eye gestures with earable inertial sensing for accessible hci', 'Unsupervised domain adaptation for action recognition via self-ensembling and conditional embedding alignment', 'enVolve+: Inertial Sensing to Reinforce Involvement of Silent Listeners during an Online Interaction', 'High-order moments conditional domain adaptation networks for wearable human activity recognition', 'envolve: Are you listening? inertial sensing to monitor the involvement of silent listeners during an online interaction']",,"[""Data Mining and Machine Learning"", ""Human-Computer Interaction"", ""Federated Learning and Edge Computing"", ""Healthcare Informatics"", ""Biomimetic Sensors and Wearables""]"
Meenakshi Kamaraj,"Assistant Professor, IIT Jodhpur","Tissue engineering and regeneration, 3D Bioprinting, Bioceramic synthesis",320,https://scholar.google.com/citations?hl=en&user=xWB-SyMAAAAJ,10.0,10.0,"['Granular Porous Nanofibrous Microspheres Enhance Cellular Infiltration for Diabetic Wound Healing', 'New dimensions of electrospun nanofiber material designs for biotechnological uses', 'Modulation of 3D printed calcium-deficient apatite constructs with varying Mn concentrations for osteochondral regeneration via endochondral differentiation', 'Mechanically tunable photo-cross-linkable bioinks for osteogenic differentiation of MSCs in 3D bioprinted constructs', 'Development of bioactive short fiber-reinforced printable hydrogels with tunable mechanical and osteogenic properties for bone repair', 'Bioengineering strategies for 3D bioprinting of tubular construct using tissue-specific decellularized extracellular matrix', 'Development of silk microfiber-reinforced bioink for muscle tissue engineering and in situ printing by a handheld 3D printer', 'Tuning the structural and mechanical properties in ZrO2-SiO2 binary system through Y3+ inclusions', 'Biomimetic mineralization of Mn-doped biphasic calcium phosphate in the GelMA hydrogel acting as a functional 3D bioscaffold for osteo defect repair', 'Recent advances in handheld and robotic bioprinting approach for tissue engineering']",,"[""Biomaterials Science"", ""Tissue Engineering"", ""3D Bioprinting"", ""Bone Regeneration"", ""Mimetic Materials""]"
Dr. Aali Pant,"Assistant Professor, IIT Jodhpur, India","Geotechnical Engineering, Geosynthetics, Soil reinforcement, Machine Learning",319,https://scholar.google.com/citations?hl=en&user=e9LmuGcAAAAJ,9.0,8.0,"['Bottom ash as a backfill material in reinforced soil structures', 'Coal Combustion Residue as Structural Fill Material for Reinforced Soil Structures', 'Measurement of role of transverse and longitudinal members on pullout resistance of PET geogrid', 'Prediction of pullout interaction coefficient of geogrids by extreme gradient boosting model', 'Novel Application of Machine Learning for Estimation of Pullout Coefficient of Geogrid', 'Stick-slip behavior of dry fly ash', 'Comprehensive assessment of cleaner, sustainable and cost-effective use of coal combustion residue (CCR) in geotechnical applications', 'Utilization of Pond Ash as Structural Fill Material in Reinforced Soil Structures', 'Influence of engineering behaviour of coal ash on design of ash dykes', 'Experimental investigation of factors influencing the shear behaviour of sand–geomembrane interfaces']",,"[""Geotechnical Engineering"", ""Geosynthetics"", ""Waste Management"", ""Biomass Utilization""]"
Magesh Nagarajan,Indian Institute of Technology Jodhpur,"Applied Operations Research, ABM Simulation, Techology Adoption, Sustainable City, Agri Supply chain",312,https://scholar.google.com/citations?hl=en&user=iR3Mf8QAAAAJ,10.0,10.0,"['Disseminating a warning message to evacuate: A simulation study of the behaviour of neighbours', 'Domestic Water Demand During Droughts in Temperate Climates: Synthesising Evidence for an Integrated Framework', 'Empowering citizen-led adaptation to systemic climate change risks', 'A geospatial approach of downscaling urban energy consumption density in mega-city Dhaka, Bangladesh', 'A behavioural simulation study of allocating evacuees to public emergency shelters', 'Informal dissemination scenarios and the effectiveness of evacuation warning dissemination of households—A simulation study', 'Estimating scenarios for domestic water demand under drought conditions in England and Wales', 'Augmenting EV charging infrastructure towards transformative sustainable cities: An equity-based approach', 'Evacuation Responsiveness by Government Organisations (ERGO): Final Report', ""Orange grower's perception of drought impacts and strategies for mitigation and adaptation: A study of the Vidarbha region in India""]",,"[""Water Resources Management"", ""Emergency Management and Planning"", ""Climate Change Impacts and Adaptation"", ""Behavioral Economics and Sociology"", ""Sustainable Urban Development""]"
Vinod Vijay Kumar,Assistant Professor at Indian Institute of Technology Jodhpur,"Sustainability, life cycle assessment, energy policy",309,https://scholar.google.com/citations?hl=en&user=M_EQuY0AAAAJ,5.0,4.0,"['Virtual reality in chemical and biochemical engineering education and training', 'A consequence analysis study of natural gas consumption in a developing country: Case of India', 'Dynamic impact assessment of resource depletion: a case study of natural gas in New Zealand', 'Insight into kinetic parameters tuning of lactic acid fermenters employing several sources: further investigation using multi-criteria analysis', 'Techno-economic assessment of solar-powered green hydrogen production in India: A case study', 'An outlook for dynamic impact assessment of resource depletion at the global level: learnings from regional case studies: VV Kumar et al.', 'Dynamic evaluation of the economic and environmental impact of resource depletion for a new chemical project', 'Policy and Regulation: Encouraging Water Conservation in the Hospitality Industry', 'How India can balance growth and sustainability for its petrochemical industry', 'Low-Carbon Transition of Petrochemical Industries in India']",,"[""Sustainability and Environmental Impact Assessment"", ""Energy and Resource Management"", ""Techno-Economic Analysis"", ""Policy and Regulation""]"
Ranju Mohan,"Associate Professor, IIT Jodhpur","Traffic flow theory, modelling, and simulation, Connected and autonomous vehicles, Dynamic Traffic",308,https://scholar.google.com/citations?hl=en&user=Kd81YGQAAAAJ,8.0,8.0,"['Heterogeneous traffic flow modelling using second-order macroscopic continuum model', 'State-of-the art of macroscopic traffic flow modelling', 'Multi-class traffic flow model based on three dimensional flow–concentration surface', 'Heterogeneous traffic flow modelling using macroscopic continuum model', 'Network-level heterogeneous traffic flow modelling in VISSIM', 'Digital payment adoption in public transportation: Mediating role of mode choice segments in developing cities', 'Multi-class AR model: comparison with microsimulation model for traffic flow variables at network level of interest and the two-dimensional formulation', 'Experimental Studies on POF and Epoxy-Resin Based Translucent Concrete', 'On the modelling of speed–concentration curves for multi-class traffic lacking lane discipline using area occupancy', 'Numerical Study with Field Data for Macroscopic Continuum Modelling of Indian Traffic']",,"[""Traffic Engineering"", ""Transportation Systems"", ""Traffic Flow Modeling"", ""Vehicle Dynamics""]"
Jayant Kumar Mohanta,"Assistant Professor, Department of Mechanical Engineering, IIT Jodhpur",Robotics,303,https://scholar.google.com/citations?hl=en&user=OjGY-RQAAAAJ,7.0,5.0,"['Inverse dynamics and control of a 3-DOF planar parallel (U-shaped 3-PPR) manipulator', 'Development and control of a new sitting-type lower limb rehabilitation robot', 'Design, development and control of a 2PRP-2PPR planar parallel manipulator for lower limb rehabilitation therapies', 'Design and Robust Motion Control of a Planar 1P-2P RP Hybrid Manipulator for Lower Limb Rehabilitation Applications', 'Kinematic Analysis of a Passive Sitting/Lying type Lower Limb Rehabilitation Robot', 'Kinematic and dynamic performance investigations of asymmetric (U-shape fixed base) planar parallel manipulators', 'Control design for vertical wall-perching of aerial robot with event-triggered control approach', 'Design and motion control scheme of a new stationary trainer to perform lower limb rehabilitation therapies on hip and knee joints', 'Dual Integral Sliding Mode Control Loop for Mechanical Error Correction in Trajectory-Tracking of a Planar 3-PRP Parallel Manipulator', 'Robust Operational-Space Motion Control of a Sitting-Type Lower Limb Rehabilitation Robot']",,"[""Robotics"", ""Biomechanics"", ""Control Systems""]"
Shipra Bajpai,"Assistant Professor, IIT Jodhpur || Postdoc@ANL|| IIT Kanpur","MAX Phase, Composites, Spark Plasma Sintering, Joining of Ceramics, Tribology",303,https://scholar.google.com/citations?hl=en&user=jpkRynUAAAAJ,11.0,11.0,"['Processing, microstructure and mechanical properties of HfB2-ZrB2-SiC composites: Effect of B4C and carbon nanotube reinforcements', 'Enhanced reliability with bimodal microstructure and transformation-induced toughening in Al2O3-YSZ based thermal barrier coatings', 'Wear damage tolerance and high temperature oxidation behavior of HfB2: ZrB2–SiC composites', 'Effect of fictive temperature on tribological properties of Zr44Ti11Cu10Ni10Be25 bulk metallic glasses', 'An insight to wetting and joining of HfB2 and ZrB2 based ultra high temperature ceramics: a review', 'Bimodal microstructure toughens plasma sprayed Al2O3-8YSZ-CNT coatings', 'Effect of B4C reinforcement on microstructure, residual stress, toughening and scratch resistance of (Hf, Zr) B2 ceramics', 'Mechanical, microstructural, and fretting wear behaviour of Al2O3–ZrO2-CNT based bimodal composite coatings', 'Development of Ti3SiC2 MAX phase tubular structures for solar receiver applications', 'Spark plasma joining of HfB2-ZrB2 based ultra high temperature ceramics using Ni interlayer']",,"[""Materials Science"", ""High Temperature Materials"", ""Composite Materials"", ""Advanced Ceramics"", ""Surface Engineering""]"
Dr. Chandana N,"Assistant Professor, DESE, Indian Institute of Technology Jodhpur","Water and Sanitation, Sustainability and Civil Engineering",302,https://scholar.google.com/citations?hl=en&user=I64Y2xMAAAAJ,7.0,7.0,"['Characterization and Utilization of Landfill-Mined-Soil-Like-Fractions (LFMSF) for Sustainable Development: A Critical Appraisal', 'A critical review on sludge management from onsite sanitation systems: a knowledge to be revised in the current situation', 'Assessment of bacteria-based self-healing concrete through experimental investigations—a sustainable approach', 'Status of sustainable sanitation chain in rural, semi-urban, and urban regions: a case study of Maharashtra, India', 'Assessing inter and intra-variation in the characteristics of faecal sludge from Vadgaon Maval, Maharashtra: For better faecal sludge management in India', 'Evaluating the physicochemical, nutrient, and pathogenic characteristics of fecal sludge for fertilizer application: case from vadgaon maval, Maharashtra, India', 'Low-cost, local production of a safe and effective disinfectant for resource-constrained communities', 'Biochar application for the removal of heavy metals and organic pollutants from soil', 'Environmental health hazards attributed to deteriorated indoor air quality caused by inferior construction practices', 'History of Indian sanitation and paradigm shift required for rural sanitation']",,"[""Sustainable Urban and Rural Development"", ""Solid and Liquid Waste Management"", ""Environmental Health and Safety"", ""Material and Waste Valorization""]"
Yogesh Kumar,Indian Institute of Technology Jodhpur,"Signal processing, communication systems, Deep Learning",298,https://scholar.google.com/citations?hl=en&user=xXSkY_MAAAAJ,6.0,4.0,"['Automatic modulation classification based on constellation density using deep learning', 'Blind signal modulation recognition through clustering analysis of constellation signature', 'Blind signal PSK/QAM recognition using clustering analysis of constellation signature in flat fading channel', 'Blind Signal Modulation Recognition through Density Spread of Constellation Signature: G. Jajoo et al.', 'Modulation scheme detection of blind signal using constellation graphical representation', 'Blind signal digital modulation classification through k-medoids clustering', '2D-FFT based modulation classification using deep convolution neural network', 'Implementation of modulation classifier over software defined radio', 'Blind Signal Modulation Classification Using Constellation Pattern Analysis with Oversampling Factor Alteration: Y. Kumar et al.']",,"[""Signal Processing"", ""Machine Learning"", ""Deep Learning"", ""Communication Systems"", ""Digital Signal Processing""]"
Binod Kumar,IIT Jodhpur,"AI HARDWARE DESIGN, VLSI TESTING, POST-SILCON DEBUG, DESIGN VERIFICATION, HARDWARE SECURITY",294,https://scholar.google.com/citations?hl=en&user=FtNL2bwAAAAJ,10.0,10.0,"['Analyzing hardware security properties of processors through model checking', 'DeepPeep: Exploiting design ramifications to decipher the architecture of compact DNNs', 'A methodology for trace signal selection to improve error detection in post-silicon validation', 'Post-silicon gate-level error localization with effective and combined trace signal selection', 'Fpga-based medical image processing using hardware-software co-design approach', 'RTL level trace signal selection and coverage estimation during post-silicon validation', 'Blood pressure estimation from ECG data using XGBoost and ANN for wearable devices', 'Combining restorability and error detection ability for effective trace signal selection', 'Post-silicon observability enhancement with topology based trace signal selection', 'A technique for low power, stuck-at fault diagnosable and reconfigurable scan architecture']",,"[""Hardware Security and Verification"", ""Artificial Intelligence and Deep Learning"", ""Error Detection and Diagnosis"", ""Medical Image Processing"", ""Reconfigurable Computing""]"
Gopal D Gote,Indian Institute of Technology Jodhpur,"Electron Beam, Metal AM, Vacuum, Rapid Casting, Corrosion",290,https://scholar.google.com/citations?hl=en&user=_ZcOjKQAAAAJ,11.0,12.0,"['The impact of homogenization treatment on microstructure microhardness and corrosion behavior of wrought AZ80 magnesium alloys in 3.5 wt% NaCl solution', 'Multi-jet ice 3D printing', 'Microstructural and Hardness evolution of AZ80 alloy after ECAP and post-ECAP processes', 'Warpage control in thermoplastic ABS parts produced through material extrusion (MEX)-based fused deposition modeling (FDM)', 'A novel analytical model for screw extrusion of thermoplastic ABS with emphasis on additive manufacturing', 'Effect of grain refinement on the performance of AZ80 Mg alloys during wear and corrosion', 'Comparative study of rapid ice investment casting vs rapid casting processes of aluminium alloy', 'Powder smoking phenomenon in electron beam powder bed fusion: A comprehensive review of prediction, monitoring and mitigation methods', 'Sub-zero additive manufacturing: a review of peculiarities and applications of additive manufacturing at temperatures below 0° C', 'Mathematical modelling of pattern sublimation in rapid ice investment casting']",,"[""Materials Science"", ""Additive Manufacturing"", ""Corrosion Science"", ""Mechanical Engineering""]"
Sumit Kalra,Indian Institute of Technology Jodhpur,"IoT, Software Architecture, Smart Healthcare",285,https://scholar.google.com/citations?hl=en&user=Uqmo9kIAAAAJ,9.0,7.0,"['The effect of machine learning explanations on user trust for automated diagnosis of COVID-19', 'Develop leave application using blockchain smart contract', 'Palmhashnet: Palmprint hashing network for indexing large databases to boost identification', 'A real-time feature-based clustering approach for vibration-based SHM of large structures', 'Robust and efficient feature-based method for structural health monitoring of large structures', 'Towards dynamic tenant management for microservice based multi-tenant saas applications', 'Smartphone with detachable input and output (i/o) components (dioc)', 'Perceptions of healthcare workers and patients on the implementation of telemedicine in hard-to-reach areas: A qualitative study from rajasthan, India', 'Impact of Nada Yoga music therapy on anxiety and quality of life in ovarian cancer patients: a randomized controlled trial', 'Hybrid robot navigation: Integrating monocular depth estimation and visual odometry for efficient navigation on low-resource hardware']",,"[""Artificial Intelligence and Machine Learning"", ""Blockchain and Distributed Systems"", ""Human-Computer Interaction and Ubiquitous Computing"", ""Health Informatics and Telemedicine"", ""Biomedical and Psychological Research""]"
