,Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
128,Purnendu Bose,IIT Kanpur,Environmental Engineering,3439,https://scholar.google.com/citations?hl=en&user=OGPhvW4AAAAJ,28,54,"['Role of iron in controlling speciation and mobilization of arsenic in subsurface environment', 'Extent of oxidation of Cr (III) to Cr (VI) under various conditions pertaining to natural environment', 'Oxidation of Cr (III) in tannery sludge to Cr (VI): field observations and theoretical assessment', 'Critical evaluation of treatment strategies involving adsorption and chelation for wastewater containing copper, zinc and cyanide', 'Challenges, opportunities and progress in solid waste management during COVID-19 pandemic', 'The effect of ozonation on natural organic matter removal by alum coagulation', 'Zero-valent iron-assisted autotrophic denitrification', 'Case studies on biological treatment of tannery effluents in India', 'Degradation of RDX by various advanced oxidation processes: I. Reaction rates', 'Mineralization of some natural refractory organic compounds by biodegradation and ozonation']"
129,Joydeep Chakrabortty,"Professor, IIT Kanpur",Theoretical Particle Physics,3364,https://scholar.google.com/citations?hl=en&user=eg1qeFoAAAAJ,31,55,"['FCC-hh: The hadron collider: Future circular collider conceptual design report volume 3', 'Physics at a 100 TeV pp collider: Higgs and EW symmetry breaking studies', 'Physics at a 100 TeV pp collider: beyond the Standard Model phenomena', 'CoDEx: Wilson coefficient calculator connecting SMEFT to UV theory', 'Neutrinoless double-β decay in TeV scale Left-Right symmetric models', 'Copositive criteria and boundedness of the scalar potential', 'A note on dimension-5 operators in GUTs and their impact', 'Left-right symmetry and the charged Higgs bosons at the LHC', 'Unification, proton decay, and topological defects in non-SUSY GUTs with thresholds', 'Left-right symmetry at LHC and precise 1-loop low energy data']"
130,Arun K Saha,"Professor of Mechanical Engineering, Indian Institute of Technology Kanpur, Kanpur, India",… and Computational Fluid Dynamics and Heat …,3359,https://scholar.google.com/citations?hl=en&user=Ysp4S9sAAAAJ,33,64,"['Three-dimensional study of flow past a square cylinder at low Reynolds numbers', 'Turbulent Flows: Fundamentals, Experiments and Modeling', 'Experimental study of flow past a square cylinder at high Reynolds numbers', 'Unsteady flow past a finite square cylinder mounted on a wall at low Reynolds number', 'Transition and chaos in two-dimensional flow past a square cylinder', 'Three-dimensional numerical simulations of the transition of flow past a cube', 'Parametric study of unsteady flow and heat transfer in a pin-fin heat exchanger', 'Far-wake characteristics of two-dimensional flow past a normal flat plate', 'Numerical study of fully developed flow and heat transfer in a wavy passage', 'Vortex structures and kinetic energy budget in two-dimensional flow past a square cylinder']"
131,Nitin Gupta,"Professor, Biological Sciences and Bioengineering, Indian Institute of Technology Kanpur","Systems neuroscience, olfaction, mental health",3348,https://scholar.google.com/citations?hl=en&user=CgfmObUAAAAJ,27,38,"['Spectral probabilities and generating functions of tandem mass spectra: a strike against decoy databases', 'Does trypsin cut before proline?', 'False discovery rates of protein identifications: a strike against the two-peptide rule', 'Whole proteome analysis of post-translational modifications: applications of mass-spectrometry for proteogenomic annotation', 'Target-decoy approach and false discovery rate: when things may go wrong', 'The road not taken: creative solutions require avoidance of high-frequency responses', 'N-terminal protein processing: A comparative proteogenomic analysis', 'Comparative proteogenomics: combining mass spectrometry and comparative genomics to analyze multiple genomes', 'Functional analysis of a higher olfactory center, the lateral horn', 'QNet: a tool for querying protein interaction networks']"
132,Ashis K. Patra,"Department of Chemistry, Indian Institute of Technology Kanpur, Kanpur 208016, Uttar …","lanthanides, luminescent probes, medicinal inorganic chemistry",3342,https://scholar.google.com/citations?hl=en&user=z13hFQkAAAAJ,35,65,"['DNA Cleavage by New Oxovanadium(IV) Complexes of N-Salicylidene α-Amino Acids and Phenanthroline Bases in the Photodynamic Therapy Window', 'Synthesis, crystal structure, DNA binding and photo-induced DNA cleavage activity of (S-methyl-l-cysteine) copper (II) complexes of heterocyclic bases', 'Copper(II) Complexes of l-Arginine as Netropsin Mimics Showing DNA Cleavage Activity in Red Light', 'Synthesis, structure, DNA binding and DNA cleavage activity of oxovanadium (IV) N-salicylidene-S-methyldithiocarbazate complexes of phenanthroline bases', 'Synthesis, structure, DNA binding and oxidative cleavage activity of ternary (L-leucine/isoleucine) copper (II) complexes of heterocyclic bases', 'Metal-assisted red light-induced DNA cleavage by ternary L-methionine copper (II) complexes of planar heterocyclic bases', 'Synthesis, crystal structures, DNA binding and cleavage activity of L-glutamine copper (II) complexes of heterocyclic bases', 'DNA binding and oxidative cleavage activity of ternary (L-proline) copper (II) complexes of heterocyclic bases', 'Dual-sensitized luminescent europium (III) and terbium (III) complexes as bioimaging and light-responsive therapeutic agents', 'Anaerobic photocleavage of DNA in red light by dicopper (II) complexes of 3, 3′-dithiodipropionic acid']"
133,Prabir Kumar Basudhar,IIT Kanpur,,3319,https://scholar.google.com/citations?hl=en&user=KomrXwQAAAAJ,28,71,"['Undrained lateral load capacity of piles in clay using artificial neural network', 'Circular footings resting on geotextile-reinforced sand bed', 'Prediction of residual friction angle of clays using artificial neural network', 'Modeling of soil–woven geotextile interface behavior from direct shear test results', 'Generalized model for geosynthetic-reinforced granular fill-soft soil with stone columns', 'Uplift capacity of single piles: predictions and performance', 'Optimum design of nailed soil slopes', 'Finite element analysis of geotextile-reinforced sand-bed subjected to strip loading', 'A generalized procedure for predicting optimal lower bound break-out factors of strip anchors', 'Response of multilayer geosynthetic-reinforced bed resting on soft soil with stone columns']"
134,Mangal Kothari,"Senior Principal Engineer, ADASI | Aerospace GNC | Former Professor, IIT Kanpur","Flight Control, Guidance & Navigation, Flight Dynamics, Autonomous Aerospace Systems",3295,https://scholar.google.com/citations?hl=en&user=cbtKb54AAAAJ,29,63,"['Chance constrained rrt for probabilistic robustness to environmental uncertainty', 'A probabilistically robust path planning algorithm for UAVs using rapidly-exploring random trees', 'Model Predictive Static Programming: A Computationally Efficient Technique For Suboptimal Control Design', 'Adaptive Optimal Path Following for High Wind Flights', 'Pursuit-evasion games of high speed evader', 'Multi-UAV path planning in obstacle rich environments using rapidly-exploring random trees', 'Biplane-quadrotor tail-sitter uav: Flight dynamics and control', 'Pursuit strategy to capture high-speed evaders using multiple pursuers', 'Uav path following in windy urban environments', 'A Suboptimal Path Planning Algorithm Using Rapidly-exploring Random Trees.']"
135,Tanmoy Maiti,"Professor, IIT Kanpur","Thermoelectrics, Perovskite Solar Cell, Nanophotonics, Electronic Materials & Devices",3221,https://scholar.google.com/citations?hl=en&user=KP1phTkAAAAJ,30,56,"['Structure‐Property Phase Diagram of BaZrxTi1− xO3 System', 'High-Entropy Perovskites: An Emergent Class of Oxide Thermoelectrics with Ultralow Thermal Conductivity', 'Double perovskite (Sr 2 B′ B ″O 6) oxides for high-temperature thermoelectric power generation—A review', 'Electric field dependent dielectric properties and high tunability of  relaxor ferroelectrics', 'Evaluation of Experimental Resume of BaZrxTi1-xO3 with Perspective to Ferroelectric Relaxor Family: An Overview', 'Raman spectral studies of Zr4+‐rich BaZrxTi1− xO3 (0.5⩽ x⩽ 1.00) phase diagram', 'Enhanced electric field tunable dielectric properties of  relaxor ferroelectrics', 'The evolution of relaxor behavior in Ti doped BaZrO ceramics', 'A facile pot synthesis of (Ti3AlC2) MAX phase and its derived MXene (Ti3C2Tx)', 'High performance (ZT> 1) n-type oxide thermoelectric composites from earth abundant materials']"
136,Nisanth N. Nair,Indian Institute of Technology Kanpur,chemistry,3206,https://scholar.google.com/citations?hl=en&user=yR99mt8AAAAJ,30,70,"['High Proton Conductivity by a Metal–Organic Framework Incorporating Zn8O Clusters with Aligned Imidazolium Groups Decorating the Channels', 'Charge Localization Dynamics Induced by Oxygen Vacancies on the  Surface', 'Glycine at the Pyrite− Water interface: the role of surface defects', 'Rh1/γ‐Al2O3 Single‐Atom Catalysis of O2 Activation and CO Oxidation: Mechanism, Effects of Hydration, Oxidation State, and Cluster Size', 'Soft-sphere continuum solvation in electronic-structure calculations', 'Twist Does a Twist to the Reactivity: Stoichiometric and Catalytic Oxidations with Twisted Tetramethyl-IBX', 'Challenges in modelling homogeneous catalysis: new answers from ab initio molecular dynamics to the controversy over the Wacker process', 'Aggregation-induced chemical reactions: Acid dissociation in growing water clusters', 'Excited State Relaxation Dynamics of Model Green Fluorescent Protein Chromophore Analogs: Evidence for Cis–Trans Isomerism', 'Peptide synthesis in aqueous environments: the role of extreme conditions and pyrite mineral surfaces on formation and hydrolysis of peptides']"
137,Arnab Bhattacharya,"Computer Science and Engineering, Indian Institute of Technology, Kanpur","Databases, Data Mining, Natural Language Processing, Information Retrieval, Artificial Intelligence",3186,https://scholar.google.com/citations?hl=en&user=Sk-JV9QAAAAJ,29,73,"['ILDC for CJPE: Indian legal documents corpus for court judgment prediction and explanation', 'Optimization of enzymatic saccharification of water hyacinth biomass for bio-ethanol: comparison between artificial neural network and response surface methodology', 'HD-Index: Pushing the Scalability-Accuracy Boundary for Approximate kNN Search in High-Dimensional Spaces', 'Finding the bias and prestige of nodes in networks based on trust scores', 'FIRE 2019 AILA track: artificial intelligence for legal assistance', 'Semantic segmentation of legal documents via rhetorical roles', 'A continuous query system for dynamic route planning', 'Spotspam: Intention analysis–driven sms spam detection using bert embeddings', 'Distorted wurtzite unit cells: Determination of lattice parameters of nonpolar a-plane AlGaN and estimation of solid phase Al content', 'FTDP-17 mutations in Tau alter the regulation of microtubule dynamics']"
138,Pramod Subramanyan,Indian Institute of Technology Kanpur,"formal methods, security",3167,https://scholar.google.com/citations?hl=en&user=D1Harq4AAAAJ,22,27,"['Evaluating the security of logic encryption algorithms', 'Functional analysis attacks on logic locking', 'A formal foundation for secure remote execution of enclaves', 'Reverse engineering digital circuits using structural and functional analyses', 'Malware detection using machine learning based analysis of virtual memory access patterns', 'Wordrev: Finding word-level structures in a sea of bit-level gates', 'Reverse engineering digital circuits using functional analysis', 'A formal approach to secure speculation', 'Instruction-level abstraction (ila) a uniform specification for system-on-chip (soc) verification', 'UCLID5: Integrating modeling, verification, synthesis and learning']"
139,Ashutosh Modi,Indian Institute of Technology Kanpur,"NLP, MechInterp, Affective Computing, Legal AI, Sign Language",3146,https://scholar.google.com/citations?hl=en&user=AWu6f60AAAAJ,30,50,"['ILDC for CJPE: Indian legal documents corpus for court judgment prediction and explanation', 'Towards measuring and modeling “culture” in LLMs: A survey', 'COGMEN: COntextualized GNN based multimodal emotion recognitioN', 'Affect-driven dialog generation', 'MCScript: A Novel Dataset for Assessing Machine Comprehension Using Script Knowledge', 'Semeval-2018 task 11: Machine comprehension using commonsense knowledge', 'Corpus for automatic structuring of legal documents', 'Inducing neural models of script knowledge', 'Semantic segmentation of legal documents via rhetorical roles', 'Event Embeddings for Semantic Script Modeling']"
140,Siddhartha Panda,"Department of Chemical Engineering, IIT Kanpur, India",Chemical sensors,3121,https://scholar.google.com/citations?hl=en&user=gZsYdE8AAAAJ,30,74,"['Silicon nitride etching methods', 'Silicon nitride etching methods', 'Dual stress liner for high performance sub-45nm gate length SOI CMOS manufacturing', 'Modeling the synthesis of aluminum particles by evaporation-condensation in an aerosol flow reactor', 'Anisotropic etching of polymer films by high energy (∼ 100s of eV) oxygen atom neutral beams', 'Stressed field effect transistors on hybrid orientation substrate', 'Stressed field effect transistors on hybrid orientation substrate', 'Stressed field effect transistors on hybrid orientation substrate', 'Integration and optimization of embedded-SiGe, compressive and tensile stressed liner films, and stress memorization in advanced SOI CMOS technologies', 'High performance 65 nm SOI technology with dual stress liner and low capacitance SRAM cell']"
141,Prabhat K Dwivedi,"Centre for Nnaosciences, Indian Institute of Technology Kanpur, India-208016","Material science, micro-nanofabrication, Chemical/bio sensing",3080,https://scholar.google.com/citations?hl=en&user=WmWgP8IAAAAJ,33,73,"['One-step maskless grayscale lithography for the fabrication of 3-dimensional structures in SU-8', 'Silver nanoparticles decorated reduced graphene oxide (rGO) SERS sensor for multiple analytes', 'Application of electrochemical impedance spectroscopy in bio-fuel cell characterization: A review', 'High index contrast waveguides in chalcogenide glass and polymer', 'Fabrication of nanobeads structured perovskite type neodymium iron oxide film: its structural, optical, electrical and LPG sensing investigations', 'Microstructural, optical and electrical investigations of Sb-SnO2 thin films deposited by spray pyrolysis', 'Investigation on effects of surface morphologies on response of LPG sensor based on nanostructured copper ferrite system', 'Ultra-sensitive reusable SERS sensor for multiple hazardous materials detection on single platform', 'Paper based low-cost flexible SERS sensor for food adulterant detection', 'Effect of internal competitive work environment on working smart and emotional exhaustion: the moderating role of time management']"
142,Ramasubbu Sankararamakrishnan,"Department of Biological Sciences and Bioengineering, Indian Institute of Technology …",,3045,https://scholar.google.com/citations?hl=en&user=L-wotv8AAAAJ,32,56,"['Genome-wide analysis of major intrinsic proteins in the tree plant Populus trichocarpa: Characterization of XIP subfamily of aquaporins from evolutionary perspective', 'Lone pair··· π interactions between water oxygens and aromatic residues: Quantum chemical studies based on high‐resolution protein structures and model compounds', 'Water in channel-like cavities: structure and dynamics', 'Homology modeling of major intrinsic proteins in rice, maize and Arabidopsis: comparative analysis of transmembrane helix association and aromatic/arginine\xa0…', 'Parallel helix bundles and ion channels: molecular modeling via simulated annealing and restrained molecular dynamics', 'Close Contacts between Carbonyl Oxygen Atoms and Aromatic Centers in Protein Structures: π⊙⊙⊙ π or Lone-Pair⊙⊙⊙ π Interactions?', 'Molecular dynamics simulations of water within models of ion channels', 'ATCUN‐like metal‐binding motifs in proteins: Identification and characterization by crystal structure and sequence analysis', 'Geometry of proline‐containing alpha‐helices in proteins', 'The pore domain of the nicotinic acetylcholine receptor: molecular modeling, pore dimensions, and electrostatics']"
143,Rajesh M Hegde,Professor at Indian Institute of Technology Kanpur,"Federated Learning, Sensor Array Signal Processing, Wireless Networks, Spatial Audio",3009,https://scholar.google.com/citations?hl=en&user=tmcYDIMAAAAJ,28,75,"['Significance of the modified group delay feature in speech recognition', 'Near-field acoustic source localization and beamforming in spherical harmonics domain', 'Gaussian process regression for fingerprinting based localization', 'Application of the modified group delay function to speaker identification and discrimination', 'Low-latency and energy-balanced data transmission over cognitive small world WSN', 'Segmentation of speech into syllable-like units', 'Extubation in the operating room after cardiac surgery in children: a prospective observational study with multidisciplinary coordinated approach', 'A deep learning framework for robust DOA estimation using spherical harmonic decomposition', 'Automatic identification of bird calls using spectral ensemble average voice prints', 'Robust multi-source localization over planar arrays using MUSIC-group delay spectrum']"
144,Pankaj Wahi,"Mechanical Engineering, IIT Kanpur","Nonlinear Dynamics, Reduced order modeling, Vibration Control, Time-delay systems",3006,https://scholar.google.com/citations?hl=en&user=-Ww271QAAAAJ,30,68,"['Route to chaos for combustion instability in ducted laminar premixed flames', 'Bifurcation analysis of thermoacoustic instability in a horizontal Rijke tube', 'Bifurcations of self-excited ducted laminar premixed flames', 'Self-interrupted regenerative metal cutting in turning', 'Averaging oscillations with small fractional damping and delayed terms', 'Modelling of frictional chatter in metal cutting', 'Global axial–torsional dynamics during rotary drilling', 'Galerkin projections for delay differential equations', 'Subcritical bifurcation and bistability in thermoacoustic systems', 'Regenerative tool chatter near a codimension 2 Hopf point using multiple scales']"
145,Anupam Saxena,"Mechanical Engineering, Indian Institute of Technology Kanpur",Compliant Mechanisms And Robotic Systems,3001,https://scholar.google.com/citations?hl=en&user=WAU8tVUAAAAJ,28,56,"['On an optimal property of compliant topologies', 'Topology synthesis of compliant mechanisms for nonlinear force-deflection and curved path specifications', 'A simple and accurate method for determining large deflections in compliant mechanisms subjected to end forces and moments', 'Topology design of large displacement compliant mechanisms with multiple materials and multiple output ports', 'Synthesis of compliant mechanisms for path generation using genetic algorithm', 'Computer aided engineering design', 'Synthesis of path generating compliant mechanisms using initially curved frame elements', 'A computational approach to the number of synthesis of linkages', 'A material-mask overlay strategy for continuum topology optimization of compliant mechanisms using honeycomb discretization', 'TOPOLOGY OPTIMIZATION OF COMPLIANT MECHANISMS WITH STRENGTH CONSIDERATIONS*']"
146,Sukumar Vellakkal,"Associate Professor of Economics, IIT Kanpur","Macroeconomics and policies, Social protection, Public health economics, NCDs, Impact evaluation",2948,https://scholar.google.com/citations?hl=en&user=7bu1CpAAAAAJ,27,34,"['The impact of health insurance schemes for the informal sector in low-and middle-income countries: a systematic review', 'Averting obesity and type 2 diabetes in India through sugar-sweetened beverage taxation: an economic-epidemiologic modeling study', 'Socioeconomic inequalities in non-communicable diseases prevalence in India: disparities between self-reported diagnoses and standardized measures', 'Non communicable disease multimorbidity and associated health care utilization and expenditures in India: cross-sectional study', 'Equity impacts of price policies to promote healthy behaviours', 'Impact of national health insurance for the poor and the informal sector in low-and middle-income countries', 'Are estimates of socioeconomic inequalities in chronic disease artefactually narrowed by self-reported measures of prevalence in low-income and middle-income countries\xa0…', ""A qualitative study of factors impacting accessing of institutional delivery care in the context of India's cash incentive program"", 'Do girls have a nutritional disadvantage compared with boys? Statistical Models of breastfeeding and food consumption inequalities among Indian Siblings', 'Has India’s national rural health mission reduced inequities in maternal health services? A pre-post repeated cross-sectional study']"
147,Alpna singh,IIT Kanpur,"Image Processing, Fuzzy Logic, Face Recognition",2942,https://scholar.google.com/citations?hl=en&user=YvXozZAAAAAJ,22,72,"['Microwave synthesis, characterization, and photoluminescence properties of nanocrystalline zirconia', ""Iran's family planning program: responding to a nation's needs"", 'A lightweight neural network with multiscale feature enhancement for liver CT segmentation', 'Candidates for Twin Chiral Bands in', 'A sustained ocean observing system in the Indian Ocean for climate related scientific knowledge and societal needs', 'Quality assessment of groundwater for drinking and irrigation use in semi-urban area of Tripura, India', 'Endoscopic ultrasound miniprobe-guided steroid injection for treatment of refractory esophageal strictures', 'Analysis of uncertainties in measurement of rotor blade tip clearance in gas turbine engine under dynamic condition', 'Integrated management of white rot and root rot-wilt disease complex of pea', 'Climate-smart deficit irrigation and nutrient management strategies to conserve energy, greenhouse gas emissions, and the profitability of fodder maize seed production']"
148,Uday Shanker Racherla,"Professor of Innovation & Intellectual Property Management, Indian Institute of Technology …","Strategy, Innovation, Intellectual Property Management, Technology Management & Sustainability",2934,https://scholar.google.com/citations?hl=en&user=iW2JXucAAAAJ,22,38,"['Chiral synthesis via organoboranes. 27. Remarkably rapid and exceptionally enantioselective (approaching 100% ee) allylboration of representative aldehydes at-100. degree\xa0…', 'Efficient manganese catalysts for low-temperature bleaching', 'Organoboranes. 53. A high-field variable-temperature proton and boron-11 NMR study of the effects of solvent and structure on reactivity in allylboration', 'Chiral synthesis via organoboranes. 24. B-allylbis (2-isocaranyl) borane as a superior reagent for the asymmetric allylboration of aldehydes', 'Organoboranes. 44. A convenient, highly efficient synthesis of triorganylboranes via a modified organometallic route', 'Chiral Synthesis via Organoboranes. 39. A Facile Synthesis of. gamma.-Substituted-. gamma.-butyrolactones in Exceptionally High Enantiomeric Purity', 'Improved highly efficient synthesis of α, β-acetylenic ketones. Nature of the intermediate from the reaction of lithium acetylide with boron trifluoride etherate', 'Chiral synthesis via organoboranes. 36. Exceptionally enantioselective allylborations of representative heterocyclic aldehydes at-100. degree. C under salt-free conditions', 'Detergent compositions containing polyethyleneimines for enhanced stain removal', 'Chiral synthesis via organoboranes. 35. Simple procedures for the efficient recycling of the terpenyl chiral auxiliaries and convenient isolation of the homoallylic alcohols in\xa0…']"
149,Bishakh Bhattacharya,"Professor, Department of Mechanical Engineering IIT Kanpur","Vibration Control, Structural Health Monitoring, Energy Harvesting System, CSI in Flexible Body Motion, Intelligent System Design",2909,https://scholar.google.com/citations?hl=en&user=No3sAKkAAAAJ,28,79,"['Large deflection of cantilever beams with geometric non-linearity: Analytical and numerical approaches', 'Analysis and design optimization of a robotic gripper using multiobjective genetic algorithm', 'A review on shape memory alloy reinforced polymer composite materials and structures', 'PZT–PDMS composite for active damping of vibrations', 'ARX model-based damage sensitive features for structural damage localization using output-only measurements', 'Pipe inspection robots for structural health and condition monitoring', 'Voltage-dependent modulation of elastic moduli in lattice metamaterials: Emergence of a programmable state-transition capability', 'Design of shape memory alloy actuated intelligent parabolic antenna for space applications', 'Investigations on the suitability of PEEK material under space environment conditions and its application in a parabolic space antenna', 'Simultaneous energy harvesting and vibration attenuation in piezo-embedded negative stiffness metamaterial']"
150,Jishnu Bhattacharya,"Mechanical Engineering, IIT Kanpur, India","Li-ion battery, Computational material science, solar energy harvesting and storage, thermal management",2908,https://scholar.google.com/citations?hl=en&user=DX1mC9oAAAAJ,23,38,"['Understanding Li diffusion in Li-intercalation compounds', 'Linking the electronic structure of solids to their thermodynamic and kinetic properties', 'Phase stability and nondilute Li diffusion in spinel Li 1+ x Ti 2 O 4', 'Manganese dissolution from spinel cathode: few unanswered questions', 'Designing the next generation high capacity battery electrodes', 'Understanding the thermal runaway behavior of Li-ion batteries through experimental techniques', 'Evaluation of accuracy for Bernardi equation in estimating heat generation rate for continuous and pulse-discharge protocols in LFP and NMC based Li-ion batteries', 'First-principles study of competing mechanisms of nondilute Li diffusion in spinel Li x TiS 2', 'Coupled electrochemical-abuse-heat-transfer model to predict thermal runaway propagation and mitigation strategy for an EV battery module', 'Relative stability of normal vs. inverse spinel for 3d transition metal oxides as lithium intercalation cathodes']"
151,Animangsu Ghatak,"Professor, Department of Chemical Engineering, IIT Kanpur","Adhesion, friction, wetting, instability at soft interfaces, elastocapillary effect",2899,https://scholar.google.com/citations?hl=en&user=F3Zn-Y4AAAAJ,26,43,"['Meniscus instability in a thin elastic film', 'Interfacial rate processes in adhesion and friction', 'Peeling from a biomimetically patterned thin elastic film', 'Adhesion-induced instability patterns in thin confined elastic film', 'Embedded template-assisted fabrication of complex microchannels in PDMS and design of a microfluidic adhesive', 'Microfluidic adhesion induced by subsurface microstructures', 'Fibrillar elastomeric micropatterns create tunable adhesion even to rough surfaces', 'Measuring the work of adhesion between a soft confined film and a flexible plate', 'Dynamics and morphology of holes in dewetting of thin films', 'Kink instability of a highly deformable elastic cylinder']"
152,Peeyush Chandra,"Professor ( Retired), Department of Mathematics & Statistics, IIT Kanpur","Mathematical Biology, Biofluid Mechanics, Fluid Mechanics",2886,https://scholar.google.com/citations?hl=en&user=slwXhB4AAAAJ,30,57,"['Bifurcation analysis of modified Leslie–Gower predator–prey model with Michaelis–Menten type prey harvesting', 'A model for fishery resource with reserve area', 'Peristaltic motion of micropolar fluid in circular cylindrical tubes: Effect of wall properties', 'Modeling the dynamics of HIV and CD4+ T cells during primary infection', 'Modeling the drug therapy for HIV infection', 'Modelling the spread of carrier-dependent infectious diseases with environmental effect', 'A resource dependent fishery model with optimal harvesting policy', 'Mathematical modeling and analysis of the depletion of dissolved oxygen in eutrophied water bodies affected by organic pollutants', 'Modeling and analysis of the algal bloom in a lake caused by discharge of nutrients', 'DYNAMICAL COMPLEXITY OF A PREY-PREDATOR MODEL WITH NONLINEAR PREDATOR HARVESTING.']"
153,Ashoke De,Indian Institute of Technology Kanpur,"CFD, IBM, Multi-phase, FSI, High-speed flows",2845,https://scholar.google.com/citations?hl=en&user=9EKv4ZAAAAAJ,28,76,"['Numerical simulation of delft-jet-in-hot-coflow (djhc) flames using the eddy dissipation concept model for turbulence–chemistry interaction', 'Progress in Materials Science Additive manufacturing of metallic components–Process, structure and properties', 'Parametric study of upstream flame propagation in hydrogen-enriched premixed combustion: Effects of swirl, geometry and premixedness', 'Investigation of strut-ramp injector in a Scramjet combustor: Effect of strut geometry, fuel and jet diameter on mixing characteristics', 'Vortex-induced vibrations of a confined circular cylinder for efficient flow power extraction', 'Assessment of turbulence-chemistry interaction models in MILD combustion regime', 'Passive control of the onset of vortex shedding in flow past a circular cylinder using slit', 'Dynamics of upstream flame propagation in a hydrogen-enriched premixed flame', 'Effect of grid sensitivity on the performance of wall adapting SGS models for LES of swirling and separating–reattaching flows', 'Investigation of mixing characteristics in strut injectors using modal decomposition']"
154,Prof Debi  Prasad Mishra,"Professor, IIT Kanpur","Combustion, Propulsion, Heat transfer, Materials, Image Processing",2833,https://scholar.google.com/citations?hl=en&user=BFqFI9sAAAAJ,31,69,"['Gel propellants', 'Fundamentals of rocket propulsion', 'Experimental studies of flame stability and emission characteristics of simple LPG jet diffusion flame', 'An experimental study of flammability limits of LPG/air mixtures☆', 'Effects of gellant concentration on the burning and flame structure of organic gel propellant droplets', 'Flame structure of LPG-air Inverse Diffusion Flame in a backstep burner', 'Fundamentals of combustion', 'Numerical simulation of cavity flow structure in an axisymmetric trapped vortex combustor', 'Flame stability and emission characteristics of turbulent LPG IDF in a backstep burner', 'Rice leaf disease identification and classification using machine learning techniques: A comprehensive review']"
155,Monica Katiyar,"Professor of Materials Science and Engineering, IIT Kanpur","Electronic materials, semiconductors, organic electronics, printable and flexible electronics",2832,https://scholar.google.com/citations?hl=en&user=UIQXo8oAAAAJ,28,54,"['Thermal conductivity of a-Si:H thin films', 'An analysis of the difference in behavior of top and bottom contact organic thin film transistors using device simulation', 'Understanding the formation of PEDOT: PSS films by ink-jet printing for organic solar cell applications', 'Large area inkjet-printed OLED fabrication with solution-processed TADF ink', 'Highly Emissive Luminogens Based on Imidazo[1,2‐a]pyridine for Electroluminescent Applications', 'Various approaches to white organic light emitting diodes and their recent advancements', 'Hydrogen‐surface reactions during the growth of hydrogenated amorphous silicon by reactive magnetron sputtering: A real time kinetic study by in situ infrared\xa0…', 'Review of mechanical characterization techniques for thin films used in flexible electronics', 'Processing temperature dependent morphological and optical properties of ZnO nanorods', 'Structure of ZnO films prepared by oxidation of metallic Zinc']"
156,Ashutosh Kumar Tripathi,"R&D Team Leader, Indian Institute of Technology Kanpur","Semiconductors, ferroelectric, flexible electronics, thin film transistors, wearable",2789,https://scholar.google.com/citations?hl=en&user=R3EFU6QAAAAJ,25,33,"['Mechanical and electronic properties of thin‐film transistors on plastic, and their integration in flexible electronic applications', 'Organic RFID transponder chip with data rate compatible with electronic product coding', 'Space charge limited transport and time of flight measurements in tetracene single crystals: A comparative study', 'Kramers-Kronig-consistent optical functions of anisotropic crystals: generalized spectroscopic ellipsometry on pentacene', 'Optical properties of pentacene thin films and single crystals', 'Transport physics and device modeling of zinc oxide thin-film transistors part I: Long-channel devices', 'Design and realization of a flexible QQVGA AMOLED display with organic TFTs', 'Charge transport in amorphous InGaZnO thin-film transistors', 'Multilevel information storage in ferroelectric polymer memories', 'Enantiotropic polymorphism in di-indenoperylene']"
157,Manoj K. Harbola,"Professor, Department of Physics, Indian Institute of Technology, Kanpur","Electronic structure, density-functional theory",2788,https://scholar.google.com/citations?hl=en&user=ZK5Ro8MAAAAJ,30,73,"['Quantum-mechanical interpretation of the exchange-correlation potential of Kohn-Sham density-functional theory', 'Aspects of the softness and hardness concepts of density‐functional theory', 'Magic numbers for metallic clusters and the principle of maximum hardness.', 'Analysis of the local-density approximation of density-functional theory', 'Atomic structure in the Pauli-correlated approximation', 'Relationship between the highest occupied Kohn-Sham orbital eigenvalue and ionization energy', 'Hydrodynamic approach to time-dependent density functional theory; response properties of metal clusters', 'Structure of the Fermi hole at surfaces', 'Theories of electronic structure in the Pauli-correlated approximation', 'Ground-state energies and highest occupied eigenvalues of atoms in exchange-only density-functional theory']"
158,Prakash Chandra Mondal,"Associate Professor of Chemistry, IIT Kanpur","Molecular electronics, organic electronics, electrochromics, nanofabrication, coordination chemistry",2773,https://scholar.google.com/citations?hl=en&user=9oAP73YAAAAJ,27,48,"['Spin-Dependent Transport through Chiral Molecules Studied by Spin-Dependent Electrochemistry', 'Chiral Conductive Polymers as Spin Filters', 'Spin Selectivity in Photoinduced Charge-Transfer Mediated by Chiral Molecules', 'Nanoscale molecular rectifiers', 'Field and Chirality Effects on Electrochemical Charge-Transfer Rates: Spin Dependent Electrochemistry', 'Non-magnetic organic/inorganic spin injector at room temperature', 'Ferrocene as an iconic redox marker: From solution chemistry to molecular electronic devices', 'The Importance of Electrical Impedance Spectroscopy and Equivalent Circuit Analysis on Nanoscale Molecular Electronic Devices', 'Metal-organic Frameworks in Semiconductor Devices', 'Photo-spintronics: Magnetic field-controlled photoemission and light-controlled spin transport in hybrid chiral oligopeptide-nanoparticle structures']"
