Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
RAJIB MALL,"Professor of Computer Science, IIT, Kharagpur",Program analysis and Testing,5490,https://scholar.google.com/citations?hl=en&user=dt2fhqYAAAAJ,37,107,"['Fundamentals of software engineering', 'Real-time systems: theory and practice', 'Regression test selection techniques: A survey', 'Quality of service (QoS) provisions in wireless sensor networks and related challenges', 'Automatic test case generation from UML sequence diagram', 'A quantitative approach to evaluate usability of academic websites based on human perception', 'Automatic test case generation using unified modeling language (UML) state diagrams', 'Test case generation based on use case and sequence diagram', 'Application of elitist multi-objective genetic algorithm for classification rule generation', 'Load balanced routing in mobile ad hoc networks']"
Dr Manab Kumar Das,"Professor, Indian Institute of Technology Kharagpur","Fluid Mechanics, Heat Transfer, Numerical Simulation, Turbulence Modeling",5474,https://scholar.google.com/citations?hl=en&user=5c2ZG5EAAAAJ,30,64,"['Heat transfer augmentation in a two-sided lid-driven differentially heated square cavity utilizing nanofluids', 'Conjugate natural convection heat transfer in an inclined square cavity containing a conducting block', 'Laminar natural convection in an inclined complicated cavity with spatially variable wall temperature', 'Heatline method for the visualization of natural convection in a complicated cavity', 'Laminar mixed convection in a parallel two-sided lid-driven differentially heated square cavity filled with a fluid-saturated porous medium', 'Natural convection in a rectangular cavity heated from below and uniformly cooled from the top and both sides', 'Comparison of two low-Reynolds number turbulence models for fluid flow study of wall bounded jets', 'Study of a Turbulent Dual Jet Consisting of a Wall Jet and an Offset Jet', 'Conjugate forced convection heat transfer from a flat plate by laminar plane wall jet flow', 'Natural convection in a cavity with a wavy wall heated from below and uniformly cooled from the top and both sides']"
Rabibrata Mukherjee,"Professor, Department of Chemical Engineering, IIT Kharagpur","Soft Lithography, Dewetting, Thin Film Instability, Colloidal Self Assembly, Liquid Crystal Thin Films",5338,https://scholar.google.com/citations?hl=en&user=ecalMYAAAAAJ,35,85,"['Selective molecular separation by interfacially crystallized covalent organic framework thin films', 'Selective molecular sieving in self-standing porous covalent-organic-framework membranes', 'Chemically delaminated free‐standing ultrathin covalent organic nanosheets', 'Polyelectrolyte brushes: theory, modelling, synthesis and applications', 'Instability, self-organization and pattern formation in thin soft films', 'Control of morphology in pattern directed dewetting of thin polymer films', 'Stability and dewetting of metal nanoparticle filled thin polymer films: control of instability length scale and dynamics', 'Replicating and resolving wetting and adhesion characteristics of a Rose petal', 'Self-cleaning V-TiO2:SiO2 thin-film coatings with enhanced transmission for solar glass cover and related applications', 'Interplay of substrate surface energy and nanoparticle concentration in suppressing polymer thin film dewetting']"
Debdoot Sheet,"Associate Professor, EE, Indian Institute of Technology Kharagpur, India","Deep Learning, Medical Imaging, Data Compression, Digital Health",5317,https://scholar.google.com/citations?hl=en&user=x-0vLSsAAAAJ,28,65,"['CHAOS challenge-combined (CT-MR) healthy abdominal organ segmentation', 'ReLayNet: retinal layer and fluid segmentation of macular optical coherence tomography using fully convolutional networks', 'Idrid: Diabetic retinopathy–segmentation and grading challenge', 'Brightness preserving dynamic fuzzy histogram equalization', 'Ensemble of deep convolutional neural networks for learning to detect retinal vessels in fundus images', 'Multiple instance learning of deep convolutional neural networks for breast histopathology whole slide classification', 'CholecTriplet2021: A benchmark challenge for surgical action triplet recognition', 'Error corrective boosting for learning fully convolutional networks with limited data', 'Deep neural ensemble for retinal vessel segmentation in fundus images towards achieving label-free angiography', 'Detection of breast cancer from whole slide histopathological images using deep multiple instance CNN']"
Bharath H Aithal,Indian Institute of Technology Kharagpur,"Built Environment, Remote sensing, GIS, Urban Modelling, Environmental Sciences",5224,https://scholar.google.com/citations?hl=en&user=j-trcFUAAAAJ,34,97,"['Insights to urban dynamics through landscape spatial pattern analysis', 'Municipal solid waste: Generation, composition and GHG emissions in Bangalore, India', 'GHG footprint of major cities in India', 'Monitoring urbanization and its implications in a mega city from space: Spatiotemporal patterns and its indicators', 'Modelling urban dynamics in rapidly urbanising Indian cities', 'Visualization of urban growth pattern in Chennai using geoinformatics and spatial metrics', 'Assessing human vulnerability to urban flood hazard using the analytic hierarchy process and geographic information system', 'Urban structure in Kolkata: metrics and modelling through geo-informatics', 'Modelling landscape dynamics with LST in protected areas of Western Ghats, Karnataka', 'Exploring temperature indices by deriving relationship between land surface temperature and urban landscape']"
Sangeeta Sahney,"Professor, Vinod Gupta School of Management, IIT kharagpur, West Bengal, India","Quality Management, Marketing",5197,https://scholar.google.com/citations?hl=en&user=08W5xrgAAAAJ,33,45,"['Conceptualizing total quality management in higher education', 'A SERVQUAL and QFD approach to total quality education: A student perspective', 'School leadership and its impact on student achievement: The mediating role of school climate and teacher job satisfaction', 'An integrated framework for quality in education: Application of quality function deployment, interpretive structural modelling and path analysis', 'Relation of principal instructional leadership, school climate, teacher job performance and student achievement', 'Conceptualizing service quality in higher education', 'Understanding consumer’s showrooming behaviour: Extending the theory of planned behaviour', 'An integrated framework of indices for quality management in education: a faculty perspective', 'Antecedents to consumers’ showrooming behaviour: an integrated TAM-TPB framework', 'Developing a scale to measure students’ perception of service quality in the Indian context']"
Professor Trilochan Sahoo,"Dept. of Ocean Engineering and Naval Architecture, IIT Kharagpur","Marine Hydrodynamics, Hydroelasticity, Applied Mathematics, Coastal Engineering, Ocean Engineering",5186,https://scholar.google.com/citations?hl=en&user=OkwQ5M4AAAAJ,43,127,"['Scattering of surface waves by a semi-infinite floating elastic plate, DOI: 10.1063/5.004528', 'Trapping and generation of waves by vertical porous structures', 'Oblique Wave Trapping by Porous Structures Near a Wall', 'Expansion formulae in wave structure interaction problems', 'Hydroelastic analysis of gravity wave interaction with submerged horizontal flexible porous plate', 'Dynamics of flexural gravity waves: from sea ice to Hawking radiation and analogue gravity', 'Wave interaction with a submerged semicircular porous breakwater placed on a porous seabed, DOI:10.1016/j.enganabound.2017.02.019', 'Trapping of surface waves by porous and flexible structures', 'Mathematical techniques for wave interaction with flexible structures, DOI: 10.1201/b12979', 'Oblique wave scattering by a vertical flexible porous plate']"
Damodar Maity,Indian Institute of Technology Kharagpur,"Computational Mechanics, Structural engineering, Dam engineering, Bamboo reinforced concrete",5142,https://scholar.google.com/citations?hl=en&user=BbUFPjYAAAAJ,37,89,"['Optimum design configuration of Savonius rotor through wind tunnel experiments', 'Experimental studies on sloshing behavior due to horizontal movement of liquids in baffled tanks', 'Experimental investigation on chemically treated bamboo reinforced concrete beams and columns', 'Damage assessment of truss structures from changes in natural frequencies using ant colony optimization', 'Effect of baffles on a partially filled cubic tank: Numerical simulation and experimental validation', 'Structural damage assessment using FRF employing particle swarm optimization', 'Damage assessment of structures using hybrid neuro-genetic algorithm', 'Experimental investigation on nonlinear dynamic response of concrete gravity dam-reservoir system', 'Ant lion optimisation algorithm for structural damage detection using vibration data', 'Damage assessment of structures from changes in natural frequencies using genetic algorithm']"
Pinaki Sar,"Professor, Indian Institute of Technology Kharagpur, Kharagpur, India","Environmental microbiology, bioremediation, metagenomics",5133,https://scholar.google.com/citations?hl=en&user=tV8YrpQAAAAJ,39,69,"['Biostimulation and bioaugmentation of native microbial community accelerated bioremediation of oil refinery sludge', 'Uranium and thorium sequestration by a Pseudomonas sp.: mechanism and chemical characterization', 'Extracellular polysaccharides of a copper-sensitive and a copper-resistant Pseudomonas aeruginosa strain: synthesis, chemical nature and copper binding', 'Uranium biomineralization by a metal resistant Pseudomonas aeruginosa strain isolated from contaminated mine waste', 'Biodegradation of Unpretreated Low-Density Polyethylene (LDPE) by Stenotrophomonas sp. and Achromobacter sp., Isolated From Waste Dumpsite and Drilling\xa0…', 'Lanthanum biosorption by a Pseudomonas sp.: equilibrium studies and chemical characterization', 'Biostimulation of indigenous microbial community for bioremediation of petroleum refinery sludge', 'Metal adsorption and desorption by lyophilized Pseudomonas aeruginosa', 'Enrichment and characterization of hydrocarbon-degrading bacteria from petroleum refinery waste as potent bioaugmentation agent for in situ bioremediation', 'Characterization of a metal resistant Pseudomonas sp. isolated from uranium mine for its potential in heavy metal (Ni2+, Co2+, Cu2+, and Cd2+) sequestration']"
Narayan C. Pradhan,"Professor of Chemical Engineering, Indian Institute of Technology, Kharagpur - 721302 …",,5109,https://scholar.google.com/citations?hl=en&user=JZkEuD0AAAAJ,33,81,"['Zeolite from fly ash: synthesis and characterization', 'Epoxidation of cottonseed oil by aqueous hydrogen peroxide catalysed by liquid inorganic acids', 'Studies on the epoxidation of mahua oil (Madhumica indica) by hydrogen peroxide', 'Epoxidation of canola oil with hydrogen peroxide catalyzed by acidic ion exchange resin', 'Kinetics of epoxidation of jatropha oil with peroxyacetic and peroxyformic acid catalysed by acidic ion exchange resin', 'Epoxidation of karanja (Pongamia glabra) oil by H2O2', 'Epoxidation of karanja (Pongamia glabra) oil catalysed by acidic ion exchange resin', 'Alkylation of phenol with tertiary butyl alcohol over zeolites', 'Production of hydrogen by steam reforming of methane over alumina supported nano-NiO/SiO2 catalyst', 'Steam reforming of ethanol over cerium-promoted Ni-Mg-Al hydrotalcite catalysts']"
Sukanta Kumar Dash,"Professor, Mechanical Engineering, Indian Institute of Technology Kharagpur","Computational Fluid Dynamics, Heat Transfer, Turbulence, Computational Methods, Thermodynamics",5097,https://scholar.google.com/citations?hl=en&user=EXJxOmUAAAAJ,41,116,"['A biorefinery for valorization of industrial waste-water and flue gas by microalgae for waste mitigation, carbon-dioxide sequestration and algal biomass production', 'Performance evaluation of a green process for microalgal CO2 sequestration in closed photobioreactor using flue gas generated in-situ', 'Numerical investigation of natural convection heat transfer over annular finned horizontal cylinder', 'Numerical investigation of natural convection heat transfer from vertical cylinder with annular fins', 'Single-phase and two-phase flow through thin and thick orifices in horizontal pipes', 'Initiation of air core in a simplex nozzle and the effects of operating and geometrical parameters on its shape and size', 'Experimental simulation and mathematical modeling of air bubble movement in slab caster mold', 'Optimisation of the bottom tuyeres configuration for the BOF vessel using physical and mathematical modelling', 'An advanced hybrid medium optimization strategy for the enhanced productivity of lutein in Chlorella minutissima', 'A numerical and experimental investigation on the coefficients of discharge and the spray cone angle of a solid cone swirl nozzle']"
Abir Das,Associate Professor at IIT Kharagpur,"Computer Vision, Machine Learning, Efficient Deep Learning, Video Understanding, Domain Adaptation",5074,https://scholar.google.com/citations?hl=en&user=L4yEk2UAAAAJ,18,22,"['Rise: Randomized Input Sampling for Explanation of black-box models', 'Two-Stream Region Convolutional 3D Network for Temporal Activity Detection', 'Consistent re-identification in a camera network', 'Top-down visual saliency guided by captions', 'Semi-supervised action recognition with temporal contrastive learning', 'Multimodal video description', 'Temporal model adaptation for person re-identification', 'Weakly Supervised Summarization of Web Videos', 'Contrast and mix: Temporal contrastive video domain adaptation with background mixing', 'Reinforcement Learning Based Load Balancing for Hybrid LiFi WiFi Networks']"
Atasi Mohanty,"Rekhi Centre of Excellence for the Science of Happiness, IIT Kharagpur, INDIA","Pedagogy, Education for Sustainability, Psychology",5063,https://scholar.google.com/citations?hl=en&user=O4q3AaUAAAAJ,33,42,"['Cultural beliefs and equity in educational institutions: exploring the social and philosophical notions of ability groupings in teaching and learning of mathematics', 'Educational technology: Exploring the convergence of technology and pedagogy through mobility, interactivity, AI, and learning tools', 'Foundation for the Future of Higher Education or ‘Misplaced Optimism’? Being Human in the Age of Artificial Intelligence', 'Business models, business strategies, and innovations in EdTech companies: integration of learning analytics and artificial intelligence in higher education', 'Facial analytics or virtual avatars: competencies and design considerations for student-teacher interaction in AI-powered online education for effective classroom engagement', 'Metaverse and Posthuman Animated Avatars for Teaching-Learning Process: Interperception in Virtual Universe for Educational Transformation', 'Design and development of digital game-based learning software for incorporation into school syllabus and curriculum transaction', 'Learning on the move: a pedagogical framework for state-of-the-art mobile learning', 'Predicting students’ performance employing educational data mining techniques, machine learning, and learning analytics', 'Anthropology of Education: Discourses and Dilemmas in Analysis of Educational Patterns and Cultural Configurations towards Pursuit of Quality Education']"
Sudipto Chakraborty,"Professor of Chemical Engineering, IIT Kharagpur","Heat Transfer Enhancement, Ultrafast Cooling, Modelling and Simulation, Carbon base nano-materials",5057,https://scholar.google.com/citations?hl=en&user=oj_8dIgAAAAJ,38,77,"['Application of response surface methodology (RSM) for optimization of leaching parameters for ash reduction from low-grade coal', 'Thermal reduction of graphene oxide: How temperature influences purity', 'Bactericidal effect of graphene oxide and reduced graphene oxide: Influence of shape of bacteria', 'A review on low-dimensional nanomaterials: nanofabrication, characterization and applications', 'Spray evaporative cooling to achieve ultra fast cooling in runout table', 'Numerical study of conjugate heat transfer in rectangular microchannel heat sink with Al2O3/H2O nanofluid', 'Iron ore grindability improvement by microwave pre-treatment', 'Studies on the performance of a hydrocyclone and modeling for flow characterization in presence and absence of air core', 'Experimental investigation on the effect of dispersant addition on thermal and rheological characteristics of TiO2 nanofluid', 'Achievement of ultrafast cooling rate in a hot steel plate by air-atomized spray with different surfactant additives']"
Jayanarayanan Kuttippurath,Indian Institute of Technology Kharagpur,"Atmospheric Chemistry, Climate Change, Stratospheric Ozone, Antarctic Ozone Hole",5055,https://scholar.google.com/citations?hl=en&user=_EsgCugAAAAJ,40,125,"['A comparative study of the major sudden stratospheric warmings in the Arctic winters 2003/2004–2009/2010', 'Contrasting trends in southwest monsoon rainfall over the Western Ghats region of India', 'Geophysical validation of MIPAS-ENVISAT operational ozone data', 'Validation of ozone measurements from the Atmospheric Chemistry Experiment (ACE)', 'Anthropogenic forcing exacerbating the urban heat islands in India', 'The signs of Antarctic ozone hole recovery', 'Observed rainfall changes in the past century (1901–2019) over the wettest place on the Earth', 'Record high levels of atmospheric ammonia over India: Spatial and temporal analyses', 'The local and global climate forcings induced inhomogeneity of Indian rainfall', 'Validation of ACE-FTS N2O measurements']"
Sagar Kumar,Student at Indian Institute of Technology Kharagpur,"Machine learning, Operational Research, Data Science, Artificial Intelligence",5007,https://scholar.google.com/citations?hl=en&user=8CmM9yEAAAAJ,26,136,"['A potential medicinal importance of zinc in human health and chronic', 'Altitudinal variations in soil physico-chemical properties at cold desert high altitude', 'A review on red rot: The “Cancer” of sugarcane', 'Floral diversity of Koira & Barsuan Ranges of Bonai Forest Division, Odisha', 'Vapor pressure and gas phase PVT data and correlation for 1, 1, 1-trifluoroethane (R143a)', 'Investigations of the coordination chemistry of molybdenum with facultative tetradentate ligands possessing N2S2 donor sets. 2. Preparation, chemical characterization, and\xa0…', 'Emerging trends of disintegrants used in formulation of solid dosage form', 'Influence of different organic wastes upon water retention, transmission and contact characteristics of a sandy soil', 'A constant volume apparatus for vapour pressure and gas phase P-ν-T measurements: validation with data for R22 and R134a', 'Evaluation of predictive factors for conversion of laparoscopic cholecystectomy']"
Subhransu Roy,"Professor of Mechanical Engineering, Indian Institute of Technology Kharagpur","Heat transfer, Laser processing",5006,https://scholar.google.com/citations?hl=en&user=jKV9dZkAAAAJ,32,119,"['Simultaneous confidence interval estimation', 'Effect of three-dimensional melt pool convection on process characteristics during laser cladding', 'Numerical investigation of natural convection heat transfer over annular finned horizontal cylinder', 'Numerical investigation of natural convection heat transfer from vertical cylinder with annular fins', 'Numerical simulation of two-dimensional room air flow with and without buoyancy', 'Free convection from a vertical cone at high Prandtl numbers', 'Behavioural and neurochemical effects of repeated administration of cocaine in rats', 'Correlation of behavioral and neurochemical effects of acute administration of cocaine in rats', 'CW laser machining of hard ceramics—I. Effects of three-dimensional conduction, variable properties and various laser parameters', 'Development and parametric study of a water-jet assisted underwater laser cutting process']"
Sudipta Mukhopadhyay,"Professor of Electronics and ECE, IIT Kharagpur",Medical Image Processing,4985,https://scholar.google.com/citations?hl=en&user=3WXaNHMAAAAJ,32,81,"['Estimation of tool wear during CNC milling using neural network-based sensor fusion', 'A new interpretation of nonlinear energy operator and its efficacy in spike detection', 'Application of digital image processing in tool condition monitoring: A review', 'A combination of shape and texture features for classification of pulmonary nodules in lung CT images', 'Cutting force-based real-time estimation of tool wear in face milling using a combination of signal processing techniques', 'A computationally simple method for cost-efficient generation rescheduling and load shedding for congestion management', 'Detection of tool condition from the turned surface images using an accurate grey level co-occurrence technique', 'Single image fog removal using anisotropic diffusion', 'Removal of rain from videos: a review', 'A segmentation framework of pulmonary nodules in lung CT images']"
Dr. PVSN Murthy,"Professor, Department of Mathematics, Indian Institute of Technology Kharagpur, Past …","1. Convection  in Porous Media, 2.  Bio-Fluid Mechanics",4965,https://scholar.google.com/citations?hl=en&user=t3z-CIfU2JEC,40,102,"['Effect of viscous dissipation on the mixed convection heat transfer from an exponentially stretching surface', 'Homogeneous–heterogeneous reactions in a nanofluid flow due to a porous stretching sheet', 'Hydromagnetic nanofluid flow due to a stretching or shrinking sheet with viscous dissipation and chemical reaction effects', 'Soret effect on mixed convection flow in a nanofluid under convective boundary condition', 'Soret and Dufour effects in a non-Darcy porous medium', 'Solute dispersion in pulsatile Casson fluid flow in a tube with wall absorption', 'Natural convection heat transfer from a horizontal wavy surface in a porous enclosure', 'Magnetic effect on thermally stratified nanofluid saturated non-Darcy porous medium under convective boundary condition', 'Soret-driven thermosolutal convection induced by inclined thermal and solutal gradients in a shallow horizontal layer of a porous medium', 'Unsteady solute dispersion in non-Newtonian fluid flow in a tube with wall absorption']"
Satyahari Dey,Indian Institute of technology Kharagpur,"plant biotechnology, nutraceuticals, phytomedicine, prebiotics, psychobiotics",4956,https://scholar.google.com/citations?hl=en&user=9ev-3n8AAAAJ,33,59,"['Phenolic acids act as signaling molecules in plant-microbe symbioses', 'Herbal drugs: standards and regulation', 'Antimicrobial activity of Andrographis paniculata', 'Identification and structural insights of three novel antimicrobial peptides isolated from green coconut water', 'Protective activity of andrographolide and arabinogalactan proteins from Andrographis paniculata Nees. against ethanol-induced toxicity in mice', 'Betalains from Amaranthus tricolor L', 'Evaluation of in vivo anti-hyperglycemic and antioxidant potentials of α-santalol and sandalwood oil', 'Production of some extracellular enzymes by a lignin peroxidase-producing brown rot fungus, Polyporus ostreiformis, and its comparative abilities for lignin degradation and dye\xa0…', 'Use of low-cost gelling agents and support matrices for industrial scale plant tissue culture', 'Comparative phytochemical analysis and antibacterial efficacy of in vitro and in vivo extracts from East Indian sandalwood tree (Santalum album L.)']"
Amal Kumar Das,"Professor of Physics, Indian Institute of Technology Kharagpur",Magnetism and Spintronics,4935,https://scholar.google.com/citations?hl=en&user=Ln8wdC4AAAAJ,33,122,"['Ferromagnetism in Fe-doped ZnO nanocrystals: experiment and theory', 'Compressive stress in polycrystalline Volmer-Weber films', 'Temperature dependence of solubility limits of transition metals (Co, Mn, Fe, and Ni) in ZnO nanoparticles', 'The extrinsic origin of the magnetodielectric effect in the double perovskite La2NiMnO6', 'Ferromagnetism of MnAs studied by heteroepitaxial films on GaAs (001)', 'Microstructural and magnetic properties of ZnO: TM (TM= Co, Mn) diluted magnetic semiconducting nanoparticles', 'Effect of various parameters on electromagnetic shielding effectiveness of textile fabrics', 'Structure and magnetism of Fe-doped  nanoparticles', 'Dielectric and Magnetodielectric Properties of R2NiMnO6 (R\xa0=\xa0Nd, Eu, Gd, Dy, and Y)', 'Radio frequency scanning tunneling spectroscopy for single-molecule spin resonance']"
Gour Gopal Roy,"Professor, Dept. of Metallurgical & materials Engineering, Indian Institute of Technology …","Modeling & simulation, ferrous extraction",4934,https://scholar.google.com/citations?hl=en&user=BD44VWEAAAAJ,32,80,"['Three-dimensional heat and material flow during friction stir welding of mild steel', 'Numerical simulation of three-dimensional heat transfer and plastic flow during friction stir welding', 'Numerical modelling of 3D plastic flow and heat transfer during friction stir welding of stainless steel', 'Modeling of heat transfer and fluid flow during gas tungsten arc spot welding of low carbon steel', 'Effect of beam oscillation on electron beam welding of copper with AISI-304 stainless steel', 'A computationally efficient model of convective heat transfer and solidification characteristics during keyhole mode laser welding', 'Modeling MIDREX based process configurations for energy and emission analysis', 'Dimensionless correlation to estimate peak temperature during friction stir welding', '3D imaging and quantification of porosity in electron beam welded dissimilar steel to Fe-Al alloy joints by X-ray tomography', 'Prediction of earing defect and deep drawing behavior of commercially pure titanium sheets using CPB06 anisotropy yield theory']"
SP Sarmah,"Professor . Dept. of Industrial & Systems Engineering, IIT Kharagpur, India","Logistics Management, Supply chain coordination and contract …, Inventory management, Project",4863,https://scholar.google.com/citations?hl=en&user=wlbAwwYAAAAJ,36,83,"['Buyer vendor coordination models in supply chain management', 'Dual channel closed-loop supply chain coordination with a reward-driven remanufacturing policy', 'Price competition and co-operation in a duopoly closed-loop supply chain', 'Multiple sourcing under supplier failure risk and quantity discount: A genetic algorithm approach', 'Coordination and profit sharing between a manufacturer and a buyer with target profit under credit option', 'Sourcing decisions under risks of catastrophic event disruptions', 'Supply chain performance measurement for third party logistics', 'Shuffled frog leaping algorithm and its application to 0/1 knapsack problem', 'Coordination of a single-manufacturer/multi-buyer supply chain with credit option', 'Economic, environmental and social optimization of solid waste management in the context of circular economy']"
Chinmay Kumar Maiti,Ex-Professor IIT Kharagpur India,Microelectronics Nanoelectronics …,4852,https://scholar.google.com/citations?hl=en&user=BhyZkl0AAAAJ,33,120,"['Silicon Heterostructure Handbook: Materials, Fabrication, Devices, Circuits and Applications of SiGe and Si Strained-Layer Epitaxy', 'A natural silk fibroin protein‐based transparent bio‐memristor', 'Applications of silicon-germanium heterostructure devices', 'Strained-Si heterostructure field effect transistors', 'Properties of silicon dioxide films deposited at low temperatures by microwave plasma enhanced decomposition of tetraethylorthosilicate', 'Strained silicon heterostructures: materials and devices', 'Strained-Si heterostructure field effect devices', 'Hole mobility enhancement in strained-Si p-MOSFETs under high vertical field', 'Current conduction mechanism in TiO2 gate dielectrics', 'Introducing technology computer-aided design (TCAD)']"
Chinnaraji Annamalai,Indian Institute of Technology Kharagpur,"Computing, Networking, AI, Combinatorics, Mechanics",4841,https://scholar.google.com/citations?hl=en&user=C2SHqlkAAAAJ,33,164,"['Operating systems: internals and design principles 7th edition', 'Applications of exponential decay and geometric series in effective medicine dosage', 'Factorials and Integers for Applications in Computing and Cryptography', 'Annamalai’s Computing Model for Algorithmic Geometric Series and Its Mathematical Structures', ""Annamalai's Binomial Identity and Theorem"", 'Algorithmic Computation of Annamalai’s Geometric Series and Summability', 'Computing Method for Combinatorial Geometric Series and Binomial Expansion', 'Factorials, Integers and Multinomial Coefficients and its Computing Techniques for Machine Learning and Cybersecurity', 'Novel Computation of Algorithmic Geometric Series and Summability', 'Analysis and Modelling of Annamalai Computing Geometric Series and Summability']"
Sudarsan Neogi,"Professor, Department of Chemical Engineering, IIT Kharagpur","Surface mofification, Plasma Technology",4830,https://scholar.google.com/citations?hl=en&user=qY1htjQAAAAJ,35,69,"['Activated biochar derived from Opuntia ficus-indica for the efficient adsorption of malachite green dye, Cu+ 2 and Ni+ 2 from water', 'Oxygen scavengers for food packaging applications: A review', 'Bactericidal effect of graphene oxide and reduced graphene oxide: Influence of shape of bacteria', 'RF plasma-treated polymers for biomedical applications', 'Mechanistic investigation of photocatalytic degradation of Bisphenol-A using MIL-88A (Fe)/MoS2 Z-scheme heterojunction composite assisted peroxymonosulfate activation', 'An insight into the mechanism of antibacterial activity by magnesium oxide nanoparticles', 'Efficient photocatalytic degradation of ciprofloxacin using novel dual Z-scheme gCN/CuFe2O4/MoS2 mediated peroxymonosulphate activation', 'Microwave assisted facile fabrication of dual Z-scheme g-C3N4/ZnFe2O4/Bi2S3 photocatalyst for peroxymonosulphate mediated degradation of 2, 4, 6-Trichlorophenol: the\xa0…', 'Visible light assisted activation of peroxymonosulfate by bimetallic MOF based heterojunction MIL-53 (Fe/Co)/CeO2 for atrazine degradation: Pivotal roles of dual redox cycle\xa0…', 'Evaluation of the potential application of cactus (Opuntia ficus-indica) as a bio-coagulant for pre-treatment of oil sands process-affected water']"
Jayanta Basu,"Professor of Chemical Engineering,IIT Kharagpur","Reaction Engineering, Adsorption",4801,https://scholar.google.com/citations?hl=en&user=3GsgIqAAAAAJ,38,79,"['Nanofiltration of textile plant effluent for color removal and reduction in COD', 'Adsorption study for the removal of a basic dye: experimental and modeling', 'Adsorption study of hexavalent chromium using tamarind hull-based adsorbents', 'Adsorption of arsenite using natural laterite as adsorbent', 'Lipase applications in oil hydrolysis with a case study on castor oil: a review', 'Experimental and kinetic modeling of As (V) and As (III) adsorption on treated laterite using synthetic and contaminated groundwater: Effects of phosphate, silicate and\xa0…', 'Chemical treated laterite as promising fluoride adsorbent for aqueous system and kinetic modeling', 'Optimization of oxidative desulfurization of thiophene using Cu/titanium silicate-1 by box-behnken design', 'Treatment of a textile effluent: application of a combination method involving adsorption and nanofiltration', 'Studies on adsorption of p-nitrophenol on charred saw-dust']"
Prasanta Kumar Guha,Professor at E&ECE Department of IIT Kharagpur,"Sensors, Nano Material, Energy Devices, Machine Learning, Interface Electronics",4757,https://scholar.google.com/citations?hl=en&user=siDqJV0AAAAJ,36,85,"['CMOS interfacing for integrated gas sensors: A review', 'Hierarchical nanostructured WO 3–SnO 2 for selective sensing of volatile organic compounds', 'Chemically Reduced Graphene Oxide for Ammonia Detection at Room Temperature', 'Selective Discrimination of VOCs Applying Gas Sensing Kinetic Analysis over a Metal Oxide-Based Chemiresistive Gas Sensor', 'CMOS integration of inkjet-printed graphene for humidity sensing', 'Liquid exfoliated pristine WS2 nanosheets for ultrasensitive and highly stable chemiresistive humidity sensors', 'ZnO nanowires grown on SOI CMOS substrate for ethanol sensing', 'Highly sensitive large-area multi-layered graphene-based flexible ammonia sensor', 'Highly Proton Conducting MoS 2/Graphene oxide Nano-composite based Chemoresistive Humidity Sensor', 'Single resistive sensor for selective detection of multiple VOCs employing SnO2 hollowspheres and machine learning algorithm: A proof of concept']"
Adinpunya Mitra,"Professor, Indian Institute of Technology Kharagpur",Plant secondary metabolism,4742,https://scholar.google.com/citations?hl=en&user=888xAJMAAAAJ,39,93,"['Salicylic acid-induced resistance to Fusarium oxysporum f. sp. lycopersici in tomato', 'Biochemical characterization of oxidative burst during interaction between Solanum lycopersicum and Fusarium oxysporum f. sp. lycopersici', 'Biostimulation of indigenous microbial community for bioremediation of petroleum refinery sludge', 'Reinforcement of cell wall in roots of Lycopersicon esculentum through induction of phenolic compounds and lignin by elicitors', 'Assessing biochemical changes during standardization of fermentation time and temperature for manufacturing quality black tea', 'The antioxidant and antimicrobial properties of the methanolic extract from Cocos nucifera mesocarp', 'Accumulation of phenylpropanoid derivatives in chitosan-induced cell suspension culture of Cocos nucifera', '4-Hydroxycinnamoyl-CoA Hydratase/lyase (HCHL)—An Enzyme of Phenylpropanoid Chain Cleavage fromPseudomonas', 'Microbial transformation of ferulic acid to vanillic acid by Streptomyces sannanensis MTCC 6637', 'Detection of major phenolic acids from dried mesocarpic husk of mature coconut by thin layer chromatography']"
Manjunatha Mahadevappa,"Professor at School of Medical Science & Technology, IIT Kharagpur-721302, India","Bioinstrumentation, Neural / Retinal Prosthesis, Bio-signals & Image Processing, FES for Stroke & CP Children, NeuroRehabilitati",4698,https://scholar.google.com/citations?hl=en&user=k0MoQ9UAAAAJ,31,79,"['Brightness preserving dynamic fuzzy histogram equalization', 'Visual performance using a retinal prosthesis in three subjects with retinitis pigmentosa', 'Factors affecting perceptual thresholds in epiretinal prostheses', 'Perceptual thresholds and electrode impedance in three retinal prosthesis subjects', 'Functional electrical stimulation of dorsiflexor muscle: effects on dorsiflexor strength, plantarflexor spasticity, and motor recovery in stroke patients', 'Antidiabetic and hypolipidemic effects of mahanimbine (carbazole alkaloid) from murraya koenigii (rutaceae) leaves.', 'Restoration of gait and motor recovery by functional electrical stimulation therapy in persons with stroke', 'Design, development, and clinical evaluation of the electronic mobility cane for vision rehabilitation', 'Effect of functional electrical stimulation on the effort and walking speed, surface electromyography activity, and metabolic responses in stroke subjects', 'Long-term stimulation by active epiretinal implants in normal and RCD1 dogs']"
